molecule_chembl_id,IC50,units,smiles,pIC50,ro5_fulfilled,ROMol
CHEMBL3974287,2891.0,nM,O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)cc(NC(=O)c4cccc(Cl)c4F)nc23)N1,5.538951908329342,True,<rdkit.Chem.rdchem.Mol object at 0x12e701820>
CHEMBL4795714,3000.0,nM,CCCCCn1cc(-c2ccccc2OCc2ccccc2)nc1N.Cl,5.522878745280337,True,<rdkit.Chem.rdchem.Mol object at 0x12e701890>
CHEMBL4552628,3300.0,nM,Cc1sc(C(=O)N[C@@H]2[C@H](N)CCCC2(F)F)cc1-c1cnn2cc(Cl)cnc12,5.481486060122112,True,<rdkit.Chem.rdchem.Mol object at 0x12e701900>
CHEMBL4632887,3490.0,nM,CNCCN(C)c1ncc(C(N)=O)c(Nc2cccc(C(F)(F)F)c2)n1,5.45717457304082,True,<rdkit.Chem.rdchem.Mol object at 0x12e701970>
CHEMBL3965648,3668.0,nM,O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)cc(N4CCN(C(=O)CC5CC5)CC4)nc23)N1,5.435570673002017,True,<rdkit.Chem.rdchem.Mol object at 0x12e7019e0>
CHEMBL3964004,3745.0,nM,N#Cc1cccc(C(=O)Nc2cc(NC3CC3)n3ncc(/C=C4\NC(=O)NC4=O)c3n2)c1,5.426548177964515,True,<rdkit.Chem.rdchem.Mol object at 0x12e701a50>
CHEMBL3911397,3824.0,nM,CC(C)(C)NC(=O)Nc1cc(NC2CC2)n2ncc(/C=C3\NC(=O)NC3=O)c2n1,5.417482116395938,True,<rdkit.Chem.rdchem.Mol object at 0x12e701ac0>
CHEMBL456,4500.0,nM,C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,5.346787486224656,True,<rdkit.Chem.rdchem.Mol object at 0x12e701b30>
CHEMBL3942463,4732.0,nM,Cc1ccccc1-c1cc(F)ccc1CNc1cc(NC2CC2)n2ncc(/C=C3\NC(=O)NC3=O)c2n1,5.324955264044107,True,<rdkit.Chem.rdchem.Mol object at 0x12e701ba0>
CHEMBL456689,6200.0,nM,COc1cc2[nH]c3ncnc(N4CCN(C(=S)Nc5ccc(S(=O)(=O)Nc6ncccn6)cc5)CC4)c3c2cc1OC,5.207608310501746,True,<rdkit.Chem.rdchem.Mol object at 0x12e701c10>
CHEMBL3907663,6252.0,nM,O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)cc(NC(=O)c4cc(F)cc(F)c4F)nc23)N1,5.203981030652851,True,<rdkit.Chem.rdchem.Mol object at 0x12e701c80>
CHEMBL3947286,6687.0,nM,Nc1cc(Nc2cc(Cl)ccc2F)nc2c(/C=C3\CC(=O)NC3=O)cnn12,5.1747686768001,True,<rdkit.Chem.rdchem.Mol object at 0x12e701cf0>
CHEMBL4458300,7000.0,nM,O=C(O)c1ccc(Nc2nc(-c3cccc(Br)c3)cs2)cc1,5.154901959985743,True,<rdkit.Chem.rdchem.Mol object at 0x12e701d60>
CHEMBL3948806,8709.0,nM,O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)cc(NC(=O)c4cnsc4)nc23)N1,5.060031709448664,True,<rdkit.Chem.rdchem.Mol object at 0x12e701dd0>
CHEMBL3884319,10000.0,nM,CC1(C)C(=O)N([C@H]2CCc3c(O)cccc32)c2nc(Nc3ccccc3)ncc21,5.0,True,<rdkit.Chem.rdchem.Mol object at 0x12e701e40>
CHEMBL3966868,10818.0,nM,O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)cc(NC(=O)c4ccccc4F)nc23)N1,4.965853022893954,True,<rdkit.Chem.rdchem.Mol object at 0x12e701eb0>
CHEMBL3900076,12626.0,nM,O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)cc(NC(=O)c4cccc(C(F)(F)F)c4)nc23)N1,4.898734215008665,True,<rdkit.Chem.rdchem.Mol object at 0x12e701f20>
CHEMBL507249,15000.0,nM,O[C@H]1CC[C@H](c2n[nH]cc2-c2ccnc(NC3CCCC3)n2)CC1,4.823908740944319,True,<rdkit.Chem.rdchem.Mol object at 0x12e701f90>
CHEMBL449216,16000.0,nM,NC(=O)c1nnc2ccccc2c1N,4.795880017344075,True,<rdkit.Chem.rdchem.Mol object at 0x12e70a040>
CHEMBL3975604,17316.0,nM,O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)cc(Nc4cccc(-n5cccn5)c4)nc23)N1,4.761552422858881,True,<rdkit.Chem.rdchem.Mol object at 0x12e70a0b0>
CHEMBL3940616,19381.0,nM,O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)cc(NC(=O)c4cccc(F)c4)nc23)N1,4.712623818447401,True,<rdkit.Chem.rdchem.Mol object at 0x12e70a120>
CHEMBL3954352,19744.0,nM,O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)nc(OCc4ccccc4Cl)nc23)N1,4.704564857646853,True,<rdkit.Chem.rdchem.Mol object at 0x12e70a190>
CHEMBL4114367,19928.0,nM,C[C@@H](NC(=O)Nc1cc(NC2CC2)n2ncc(/C=C3\NC(=O)NC3=O)c2n1)C1CC1,4.70053628547155,True,<rdkit.Chem.rdchem.Mol object at 0x12e70a200>
CHEMBL3893550,23660.0,nM,O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)cc(NC(=O)c4ccc(F)cc4F)nc23)N1,4.625985259708089,True,<rdkit.Chem.rdchem.Mol object at 0x12e70a2e0>
CHEMBL3901301,24910.0,nM,CCNC(=O)Nc1cc(NC2CC2)n2ncc(/C=C3\NC(=O)NC3=O)c2n1,4.603626272463494,True,<rdkit.Chem.rdchem.Mol object at 0x12e70a350>
CHEMBL3948275,25886.0,nM,CC(C)(C)CC(=O)Nc1cc(NC2CC2)n2ncc(/C=C3\NC(=O)NC3=O)c2n1,4.5869350531625885,True,<rdkit.Chem.rdchem.Mol object at 0x12e70a3c0>
CHEMBL3901300,26323.0,nM,C[C@H](Nc1cc(NC2CC2)n2ncc(/C=C3\NC(=O)NC3=O)c2n1)c1cc(Cl)ccc1F,4.579664616228338,True,<rdkit.Chem.rdchem.Mol object at 0x12e70a430>
CHEMBL4112650,28144.0,nM,C[C@@H](Oc1nc(NC2CC2)n2ncc(/C=C3\NC(=O)NC3=O)c2n1)c1ccccn1,4.550614177886614,True,<rdkit.Chem.rdchem.Mol object at 0x12e70a4a0>
CHEMBL3932116,28649.0,nM,CC(C)(C)OC(=O)N1CCOC(C(=O)Nc2cc(NC3CC3)n3ncc(/C=C4\NC(=O)NC4=O)c3n2)C1,4.542890532581805,True,<rdkit.Chem.rdchem.Mol object at 0x12e70a510>
CHEMBL3963684,29314.0,nM,COc1cc(Cl)ccc1C(=O)Nc1cc(NC2CC2)n2ncc(/C=C3\NC(=O)NC3=O)c2n1,4.532924916484793,True,<rdkit.Chem.rdchem.Mol object at 0x12e70a580>
CHEMBL3895196,31641.0,nM,COc1cccc(NC(=O)Nc2cc(NC3CC3)n3ncc(/C=C4\NC(=O)NC4=O)c3n2)c1,4.499749799269842,True,<rdkit.Chem.rdchem.Mol object at 0x12e70a5f0>
CHEMBL3963356,32822.0,nM,O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)nc(OCc4ccc(Cl)cc4)nc23)N1,4.483834958855757,True,<rdkit.Chem.rdchem.Mol object at 0x12e70a660>
CHEMBL3926977,34040.0,nM,O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)cc(NC(=O)c4ccncn4)nc23)N1,4.4680104485874494,True,<rdkit.Chem.rdchem.Mol object at 0x12e70a6d0>
CHEMBL4550702,35000.0,nM,Cn1cc(-c2cnc3c(-c4csc(C(=O)NCC(F)(F)F)c4)cnn3c2)cn1,4.455931955649724,True,<rdkit.Chem.rdchem.Mol object at 0x12e70a740>
CHEMBL3918043,35033.0,nM,O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)cc(NC(=O)c4cc(Cl)ccc4F)nc23)N1,4.455522670913571,True,<rdkit.Chem.rdchem.Mol object at 0x12e70a7b0>
CHEMBL3976552,36311.0,nM,O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)cc(Nc4ncc(Cl)cc4Cl)nc23)N1,4.439961790511464,True,<rdkit.Chem.rdchem.Mol object at 0x12e70a820>
CHEMBL3907165,38513.0,nM,O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)cc(N4CCN(C(=O)C5CC5)CC4)nc23)N1,4.414392650354162,True,<rdkit.Chem.rdchem.Mol object at 0x12e70a890>
CHEMBL3933278,39441.0,nM,COc1ccnc(COc2nc(NC3CC3)n3ncc(/C=C4\NC(=O)NC4=O)c3n2)c1,4.404052082347048,True,<rdkit.Chem.rdchem.Mol object at 0x12e70a900>
CHEMBL3935721,41017.0,nM,O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)cc(N4CCN(C(=O)C5CC5(F)F)CC4)nc23)N1,4.387036107280458,True,<rdkit.Chem.rdchem.Mol object at 0x12e70a970>
CHEMBL3921670,41170.0,nM,O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)cc(N4CCN(C(=O)C5CCC5)CC4)nc23)N1,4.385419133002514,True,<rdkit.Chem.rdchem.Mol object at 0x12e70a9e0>
CHEMBL3963553,41784.0,nM,Cc1ccc(C(=O)Nc2cc(NC3CC3)n3ncc(/C=C4\NC(=O)NC4=O)c3n2)cc1F,4.378989987171063,True,<rdkit.Chem.rdchem.Mol object at 0x12e70aa50>
CHEMBL3966391,42842.0,nM,CC(=O)N1CCN(c2cc(NC3CC3)n3ncc(/C=C4\NC(=O)NC4=O)c3n2)CC1,4.368130263127548,True,<rdkit.Chem.rdchem.Mol object at 0x12e70aac0>
CHEMBL3966720,45534.0,nM,O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)cc(NC(=O)C4CNCCO4)nc23)N1,4.341664196789923,True,<rdkit.Chem.rdchem.Mol object at 0x12e70ab30>
CHEMBL3892345,47119.0,nM,COc1c(F)cccc1Nc1cc(NC2CC2)n2ncc(/C=C3\NC(=O)NC3=O)c2n1,4.326803935094689,True,<rdkit.Chem.rdchem.Mol object at 0x12e70aba0>
CHEMBL3941212,51843.0,nM,CC(C)(C)OC(=O)N1CCN(c2cc(NC3CC3)n3ncc(/C=C4\NC(=O)NC4=O)c3n2)CC1,4.285309875082139,True,<rdkit.Chem.rdchem.Mol object at 0x12e70ac10>
CHEMBL3893658,52820.0,nM,O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)cc(N4CCN(C(=O)CN5CCOCC5)CC4)nc23)N1,4.277201603129095,True,<rdkit.Chem.rdchem.Mol object at 0x12e70ac80>
CHEMBL3974122,60724.0,nM,CC1(C(=O)N2CCN(c3cc(NC4CC4)n4ncc(/C=C5\NC(=O)NC5=O)c4n3)CC2)CC1,4.216639628405217,True,<rdkit.Chem.rdchem.Mol object at 0x12e70acf0>
CHEMBL3911024,65249.0,nM,CC(C)N1CCN(c2ccc(Oc3nc(NC4CC4)n4ncc(/C=C5\NC(=O)NC5=O)c4n3)cc2)CC1,4.185426139894814,True,<rdkit.Chem.rdchem.Mol object at 0x12e70ad60>
CHEMBL3928283,70354.0,nM,O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)cc(N4CCN(C(=O)C5(C(F)(F)F)CC5)CC4)nc23)N1,4.15271120557049,True,<rdkit.Chem.rdchem.Mol object at 0x12e70add0>
CHEMBL3934858,80785.0,nM,Nc1cc(Nc2cc(Cl)ccc2F)nc2c(/C=C3\NC(=O)NC3=O)cnn12,4.092669270685602,True,<rdkit.Chem.rdchem.Mol object at 0x12e70ae40>
CHEMBL3983580,87627.0,nM,O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)cc(Nc4ncc(C(F)(F)F)cc4Cl)nc23)N1,4.057362056568207,True,<rdkit.Chem.rdchem.Mol object at 0x12e70aeb0>
