molecule_chembl_id,IC50,units,smiles,pIC50,molecular_weight,n_hba,n_hbd,logp,ro5_fulfilled
CHEMBL1085512,1000.0,nM,CN1CCN(c2ccc(-c3cnn4c(N)c(-c5ccc(NC(=O)Oc6ccccc6)cc5)cnc34)cc2)CC1,6.0,519.238273168,8,2,5.008200000000003,False
CHEMBL489058,1000.0,nM,CCN1CCN(CC/C=C/c2ccc3c(Nc4ccc(Sc5nccn5C)c(Cl)c4)c(C#N)cnc3c2)CC1,6.0,557.2128427040001,8,1,6.428980000000007,False
CHEMBL3944502,1000.0,nM,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1nnc(-c2ccc(C)cc2)o1,6.0,507.086494828,8,1,6.626220000000004,False
CHEMBL3933848,1000.0,nM,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1noc(-c2ccccc2OC)n1,6.0,523.0814094479999,9,1,6.326400000000005,False
CHEMBL3922630,1000.0,nM,CCN(CC)c1ccc(-c2csc(COc3cc4ncnc(Nc5ccc(Cl)c(Cl)c5)c4cc3OC)n2)cc1,6.0,579.1262514639999,8,1,8.237500000000004,False
CHEMBL3943632,1000.0,nM,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1nc(-c2ccc(O)c(C(N)=O)c2)cs1,6.0,567.053480448,9,3,6.195800000000004,False
CHEMBL3896044,1000.0,nM,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1nc(-c2cccnc2)cs1,6.0,509.04800114400007,8,1,6.786300000000004,False
CHEMBL3976826,1000.0,nM,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1nc(-c2ccccn2)cs1,6.0,509.04800114400007,8,1,6.786300000000004,False
CHEMBL3916485,1000.0,nM,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1nc(-c2ccncc2)cs1,6.0,509.04800114400007,8,1,6.786300000000004,False
CHEMBL3900858,1000.0,nM,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1nc(N2CCN(C(=O)OC(C)(C)C)CC2)no1,6.0,601.1607223880001,11,1,5.707900000000007,False
CHEMBL3985840,1000.0,nM,COc1ccc(-c2nc(COc3cc4ncnc(Nc5ccc(Cl)c(Cl)c5)c4cc3OC)no2)cc1,6.0,523.0814094479999,9,1,6.326400000000003,False
CHEMBL3983201,1000.0,nM,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1csc(-c2ccc(C(F)(F)F)cc2)n1,6.0,576.040136804,7,1,8.410100000000002,False
CHEMBL3963620,1000.0,nM,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1csc(-c2ccc(Cl)cc2)n1,6.0,542.013779824,7,1,8.044700000000004,False
CHEMBL3937857,1000.0,nM,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1noc(-c2c(C)noc2C)n1,6.0,512.076658416,10,1,5.922640000000004,False
CHEMBL3951099,1000.0,nM,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1nc(-c2ccc(C(C)(C)C)cc2)no1,6.0,549.1334450200001,8,1,7.615300000000006,False
