molecule_chembl_id,IC50,units,smiles,pIC50
CHEMBL3961158,16.7,nM,Cc1cc(Oc2cc(NC(=O)C3CC3)ncn2)c(F)cc1NC(=O)Nc1ccc(Cl)c(C(F)(F)F)c1,7.777283528852417
CHEMBL3932860,16.7,nM,CN1CCC(C(=O)Nc2cc(NC(=O)Nc3ccc(Oc4ccnc(NC(=O)C5CC5)c4)c(F)c3)cc(C(F)(F)F)c2)CC1,7.777283528852417
CHEMBL4746488,16.8,nM,COc1cccc2cc(N(C)c3nc(C)nc4ccccc34)ccc12,7.774690718274137
CHEMBL3706836,16.9,nM,COc1cc2c(NC3=CC(=O)C(OCc4ccccc4)=CC3=O)ncnc2cc1OCCCN1CCCC1,7.772113295386326
CHEMBL477563,17.0,nM,Cc1nc2cc(N(C)c3ccnc(Nc4cccc(S(N)(=O)=O)c4)n3)ccc2n1C,7.769551078621726
CHEMBL2086752,17.0,nM,COCCN1CCC(Nc2ccc3c(c2)C(=C(c2ccccc2)c2nc4ccccc4[nH]2)C(=O)N3)CC1,7.769551078621726
CHEMBL510814,17.0,nM,Cc1cccc(NC(=O)Nc2ccc(-c3cnc4c(-c5ccc6c(c5)OCO6)cnn4c3N)cc2)c1,7.769551078621726
CHEMBL205142,17.0,nM,Cc1cc2c(F)c(Oc3ncnn4cc(OCCCN5CCCCC5)c(C)c34)ccc2[nH]1,7.769551078621726
CHEMBL384909,17.0,nM,O=C(NCc1ccccc1)c1ccc(F)c(NCc2cnc(Nc3ccccn3)s2)c1,7.769551078621726
CHEMBL404639,17.0,nM,O=C(Cc1ccccc1)NC(=S)Nc1ccc(Oc2ccnc3cc(-c4ccccn4)sc23)c(F)c1,7.769551078621726
CHEMBL402550,17.0,nM,O=C(Cc1ccccc1)NC(=S)Nc1ccc(Oc2ccnc3cc(-c4nccs4)sc23)c(F)c1,7.769551078621726
CHEMBL270827,17.0,nM,CC(C)Cn1c2ccccc2c2c3c(c4c(c21)CCc1nn(C)cc1-4)C(=O)NC3,7.769551078621726
CHEMBL358038,17.0,nM,COCc1ccc2c(c1)c1c3c(c4c(c1n2CCCO)Cc1ccccc1-4)C(=O)NC3,7.769551078621726
CHEMBL1934333,17.0,nM,COc1cc2c(Nc3ccc(NC(=O)Nc4cccc(F)c4)c(F)c3)ncnc2cc1OCC1CCN(C)CC1,7.769551078621726
CHEMBL3746359,17.0,nM,Nc1cc(Oc2ccc3c(ccn3C(=O)Nc3cccc(C(F)(F)F)c3)c2)ncn1,7.769551078621726
CHEMBL3746735,17.0,nM,C[C@H]1NCc2ncnc(Oc3ccc4c(ccn4C(=O)Nc4cccc(C(F)(F)F)c4)c3)c21,7.769551078621726
CHEMBL208500,17.0,nM,Cn1cc(/C=C2\C(=O)NN=C2c2cnccn2)c2c(F)cccc21,7.769551078621726
CHEMBL207600,17.0,nM,Cn1cc(/C=C2\C(=O)NN=C2c2cnccn2)c2cc3c(cc21)OCO3,7.769551078621726
CHEMBL498551,17.0,nM,CN1CCN(c2cccc3[nH]c(=O)c(-c4nc5ccccc5[nH]4)c(N)c23)CC1,7.769551078621726
CHEMBL1934332,17.0,nM,CN1CCC(COc2ccc3c(Nc4ccc(NC(=O)Nc5cccc(F)c5)c(Cl)c4)ncnc3c2)CC1,7.769551078621726
CHEMBL407063,17.0,nM,Cc1ccc(NC(=O)c2cc(F)cc(C(F)(F)F)c2)cc1C(=O)Nc1cnc(Nc2ccc(N3CCN(C)CC3)cc2)nc1,7.769551078621726
CHEMBL3656087,17.0,nM,Cc1ccc(F)c(NC(=O)Nc2ccc(Oc3ccnc(-c4cc(C(=O)NCCCC(=O)O)c[nH]4)c3)cc2F)c1,7.769551078621726
CHEMBL3775415,17.0,nM,COc1cc2ncnc(Nc3cc(O)c(C)cc3Cl)c2cc1OC,7.769551078621726
CHEMBL212932,17.0,nM,CN1CCN(Cc2ccc3c(c2)-c2n[nH]c(-c4ccc(CN(C)C(=O)Nc5ccc(OC(F)(F)F)cc5)s4)c2C3)CC1,7.769551078621726
CHEMBL383671,17.0,nM,COC(=O)c1cn2ncnc(Oc3ccc4[nH]c(C)cc4c3F)c2c1C,7.769551078621726
CHEMBL386661,17.0,nM,CNc1ncc2cc(-c3cc(C(=O)Nc4cc(C(F)(F)F)ccc4OC4CCN(C)CC4)ccc3C)ccc2n1,7.769551078621726
CHEMBL203346,17.0,nM,CC(C)c1ccc(Nc2nnc(-c3cccc4cnccc34)c3ccccc23)cc1,7.769551078621726
CHEMBL3656117,17.0,nM,Cc1ccc(F)c(NC(=O)Nc2ccc(Oc3ccnc(-c4cc(C(=O)O)c[nH]4)c3)cc2F)c1,7.769551078621726
CHEMBL269894,17.0,nM,COc1cccc(NC(=O)Nc2ccc(-c3cccc4onc(N)c34)cc2)c1,7.769551078621726
CHEMBL3694710,17.0,nM,CC(C)(O)c1ccc(-c2ccn3c(-c4cccc(NC(=O)NCC(F)(F)F)c4)cnc3c2)cc1,7.769551078621726
CHEMBL407944,17.0,nM,CCCNc1nnc(-c2cn3ncnc(Nc4cc(C(=O)NC5CC5)c(F)cc4F)c3c2C(C)C)o1,7.769551078621726
CHEMBL402319,17.0,nM,CC(C)c1c(-c2nnc(NCCCN)o2)cn2ncnc(Nc3cc(C(=O)NC4CC4)c(F)cc3F)c12,7.769551078621726
CHEMBL3656068,17.0,nM,Cc1cccc(NC(=O)Nc2ccc(Oc3ccnc(-c4cc(C(=O)N[C@@H](CCC(=O)OCCO)C(=O)OCCO)c[nH]4)c3)cc2F)c1,7.769551078621726
CHEMBL3656111,17.0,nM,Cc1cccc(NC(=O)Nc2ccc(Oc3ccnc(-c4cc(C(=O)N5CCC[C@@H](O)C5)c[nH]4)c3)cc2)c1,7.769551078621726
CHEMBL3660276,17.0,nM,COC(=O)c1c[nH]c(-c2cc(Oc3ccc(NC(=O)Nc4cccc(C)c4)cc3)ccn2)c1,7.769551078621726
CHEMBL3941533,17.0,nM,Cc1ccc(F)c(NC(=O)Nc2ccc(-c3[nH]c4ccccc4c3C(N)=O)cc2)c1,7.769551078621726
CHEMBL409673,17.0,nM,COC(=O)c1cn2ncnc(Nc3cnc4[nH]ccc4c3)c2c1C(C)C,7.769551078621726
CHEMBL425718,17.0,nM,CCNC(=O)Nc1ccc(N(C)c2ccnc(Nc3cccc(CS(C)(=O)=O)c3)n2)cc1,7.769551078621726
CHEMBL353584,17.0,nM,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3cc(C(C)(C)C)on3)cc2)ccn1,7.769551078621726
CHEMBL244289,17.0,nM,COC(=O)Nc1nc2cc(Oc3cccc(NC(=O)Nc4cc(C(F)(F)F)ccc4F)c3)ccc2[nH]1,7.769551078621726
CHEMBL3943327,17.0,nM,COC(=O)CCCCS(C)(=O)=NC(=O)c1cnc(N)c(C#Cc2cccc(C(=O)Nc3cc(C)ccc3F)c2)c1,7.769551078621726
CHEMBL197635,17.0,nM,Cc1cccc(NC(=O)Nc2ccc(-c3c(CCC(N)=O)sc4ncnc(N)c34)cc2)c1,7.769551078621726
CHEMBL191913,17.0,nM,CONC(=O)c1cc(Nc2ncnn3cc(-c4nnc(CC5CC5)o4)c(C(C)C)c23)c(F)cc1F,7.769551078621726
CHEMBL1087127,17.0,nM,Cc1ccc(C(=O)Nc2cccc(C(C)C)c2)cc1Nc1nc2ccccc2n1-c1cc(N)ncn1,7.769551078621726
CHEMBL371373,17.0,nM,CCc1nnc(-c2cn3ncnc(Nc4cc(C(=O)NOC)c(F)cc4F)c3c2C(C)C)o1,7.769551078621726
CHEMBL3919076,17.0,nM,Cc1ccoc1C(=O)Nc1cccc(Oc2ccnc3cc(C(=O)NCCO)sc23)c1,7.769551078621726
CHEMBL3702664,17.0,nM,Cc1cc(C(=O)Nc2cccc(C(C)C)c2)cc(N2CCc3nc(N)ncc3C2)c1,7.769551078621726
CHEMBL3656066,17.0,nM,Cc1cccc(NC(=O)Nc2ccc(Oc3ccnc(-c4cc(C(=O)N[C@@H](CCC(=O)OC(C)(C)C)C(=O)O)c[nH]4)c3)cc2F)c1,7.769551078621726
CHEMBL3896274,17.0,nM,Cc1ccoc1C(=O)Nc1cccc(Oc2ccnc3cc(C(=O)OCCO)sc23)c1,7.769551078621726
CHEMBL3133751,17.0,nM,COc1cc2ncnc(Nc3ccc(NC(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)cc3)c2cc1OCCCN1CCOCC1,7.769551078621726
CHEMBL3941740,17.1,nM,O=C(Nc1cc(NC2CCNCC2)cc(C(F)(F)F)c1)Nc1ccc(Oc2ccnc(NC(=O)C3CC3)c2)c(F)c1,7.767003889607846
CHEMBL4169073,17.1,nM,Cc1ccc(Nc2nc3cc(Oc4ncnc5c4cnn5C)ccc3n2C)cc1,7.767003889607846
CHEMBL3913774,17.2,nM,CN1CCC(Oc2ccc(NC(=O)Nc3ccc(Oc4ccnc(NC(=O)C5CC5)c4)c(F)c3)cc2C(F)(F)F)CC1,7.764471553092451
CHEMBL3978687,17.2,nM,Cc1ccc(Oc2ccnc(NC(=O)C3CC3)c2)cc1NC(=O)Nc1cc(C(C)(F)F)ccc1F,7.764471553092451
CHEMBL4443305,17.3,nM,Cc1cc2ccnc(Nc3ccc(Oc4ccnc(N)c4I)c(F)c3)c2c(=O)n1-c1ccc(F)cc1F,7.761953896871205
CHEMBL4076112,17.4,nM,CNCc1cc(Oc2ccc3c(ccn3C(=O)Nc3cc(C(F)(F)F)n(C)n3)c2)ncn1,7.7594507517174005
CHEMBL3797507,17.5,nM,CCN1CCN(c2ccc3c(Nc4cc(CCc5c(Cl)c(OC)cc(OC)c5Cl)[nH]n4)ncnc3c2)CC1,7.756961951313706
CHEMBL3939532,17.5,nM,CC(F)(F)c1cncc(NC(=O)Nc2ccc(Oc3ccnc(NC(=O)C4CC4)c3)c(F)c2)c1,7.756961951313706
CHEMBL3099458,17.5,nM,COc1cc(-c2cc(NC(=O)Nc3ccc(OCCCN(C)C)cc3)cc(OC)c2OC)ccc1C(C)=O,7.756961951313706
CHEMBL3977041,17.5,nM,Cc1cc(Oc2ccnc(NC(=O)C3CC3)c2)ccc1NC(=O)Nc1cc(F)cc(C(F)(F)F)c1,7.756961951313706
CHEMBL3099472,17.6,nM,COc1cc(-c2cc(NC(=O)Nc3cc(OCCCN(C)C)ccc3C)cc(OC)c2OC)ccc1C(C)=O,7.75448733218585
CHEMBL3690443,17.7,nM,COCCNc1ccc(-c2ccn3c(-c4cccc(NC(=O)NCC(F)(F)F)c4)cnc3c2)nn1,7.752026733638194
CHEMBL3397942,17.85,nM,O=C(Nc1ccc(OCCN2CCCC2)c(Cl)c1)c1cccc(-c2cccc(O)c2)c1,7.748361779551788
CHEMBL4102191,17.85,nM,COc1cc2ncnc(Oc3ccc(NC(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)c4cccnc34)c2cc1OC,7.748361779551788
CHEMBL4100555,17.9,nM,O=C(Nc1cc(C2(CO)CC2)on1)n1ccc2cc(Oc3ncnc4c3CNC4)ccc21,7.747146969020107
CHEMBL3971428,17.9,nM,CN1CC(Oc2cc(NC(=O)Nc3ccc(Oc4ccnc(NC(=O)C5CC5)c4)cc3)cc(C(F)(F)F)c2)C1,7.747146969020107
CHEMBL3660272,18.0,nM,CCNC(=O)c1c[nH]c(-c2cc(Oc3ccc(NC(=O)Nc4cc(C)ccc4F)cc3)ccn2)c1,7.7447274948966935
CHEMBL1254006,18.0,nM,Cn1c(C(C)(C)O)cc2ncnc(Oc3ccc(NC(=O)Nc4cccc(C(F)(F)F)c4)c(Cl)c3)c21,7.7447274948966935
CHEMBL597393,18.0,nM,COc1ccc2c(c1)NC(=O)Cc1cnc(Nc3ccc(OC)c(O)c3)nc1-2,7.7447274948966935
CHEMBL522601,18.0,nM,O=C1NCc2cccc(-c3cc4cc(OCCCN5CCC(O)CC5)ccc4[nH]3)c21,7.7447274948966935
CHEMBL404257,18.0,nM,Cc1ccc(F)c(NC(=O)Nc2ccc(-c3nccc4[nH]nc(N)c34)cc2)c1,7.7447274948966935
CHEMBL3656118,18.0,nM,C=S(C)(=O)NC(=O)c1c[nH]c(-c2cc(Oc3ccc(NC(=O)Nc4cccc(C)c4)cc3)ccn2)c1,7.7447274948966935
CHEMBL257787,18.0,nM,CO/N=C/c1ccc2[nH]c3c4c(c5c(c3c2c1)CNC5=O)-c1cn(C)nc1CC4,7.7447274948966935
CHEMBL2206668,18.0,nM,O=C(Nc1cccc(C(F)(F)F)c1)c1cccc(Oc2ccc3nccn3n2)c1,7.7447274948966935
CHEMBL184971,18.0,nM,CC(C)OCc1ccc2c(c1)c1c3c(c4c(c1n2CCCCC(=O)N(C)C)Cc1ccccc1-4)C(=O)NC3,7.7447274948966935
CHEMBL566215,18.0,nM,CCn1cnc(-c2cc3nccc(Oc4ccc(NC(=O)CC(=O)Nc5ccccc5F)cc4F)c3s2)c1,7.7447274948966935
CHEMBL218816,18.0,nM,COc1ccc(NC(=O)Nc2ccc3c(c2)c2c4c(c5c(c2n3CC(C)C)CCc2nn(C)cc2-5)C(=O)NC4)cc1,7.7447274948966935
CHEMBL47832,18.0,nM,Cc1cccc(Nc2nccc(-n3ccnc3-c3ccccc3)n2)c1,7.7447274948966935
CHEMBL185695,18.0,nM,CN(c1ccc(NC(=O)Nc2ccccc2)cc1)c1ccnc(Nc2cccc(CS(C)(=O)=O)c2)n1,7.7447274948966935
CHEMBL190872,18.0,nM,CCS(=O)(=O)c1ccc(OC)c(Nc2ncc(-c3ccc(C(N)=O)cc3)o2)c1,7.7447274948966935
CHEMBL346631,18.0,nM,CC(C)OCc1ccc2c(c1)c1c3c(c4c(c1n2CCCOC(=O)CN(C)C)Cc1ccccc1-4)C(=O)NC3,7.7447274948966935
CHEMBL2386803,18.0,nM,CN1CCN(Cc2ccc(C(=O)Nc3cc(-c4ccc(CNC(=O)Nc5cc(C(C)(C)C)on5)cc4)n[nH]3)cc2)CC1,7.7447274948966935
CHEMBL424321,18.0,nM,CCCCOCc1ccc2c(c1)c1c3c(c4c(c1n2CCCO)Cc1ccccc1-4)C(=O)NC3,7.7447274948966935
CHEMBL365318,18.0,nM,CONC(=O)c1cc(Nc2ncnn3cc(-c4nnc(C)o4)c(C(C)C)c23)c(F)cc1F,7.7447274948966935
CHEMBL3690418,18.0,nM,CC(C)(C)OC(=O)N1CCC(/N=C/C(C=N)c2ccn3c(-c4cncc(NC(=O)NCC(F)(F)F)c4)cnc3c2)CC1,7.7447274948966935
CHEMBL269891,18.0,nM,O=C(Nc1ccc(Cl)cc1)c1cccc2cc(Oc3ccncc3)ccc12,7.7447274948966935
CHEMBL2071272,18.0,nM,NC(=O)Cn1cc(Nc2ncc(Cl)c(N[C@H]3[C@@H](C(N)=O)[C@@H]4C=C[C@H]3C4)n2)cn1,7.7447274948966935
CHEMBL375284,18.0,nM,Cc1cccc(NC(=O)Nc2ccc(-c3cccc4[nH]ncc34)cc2)c1,7.7447274948966935
CHEMBL1082755,18.0,nM,C=CCn1c2ccc(C3CCCCO3)cc2c2c3c(c4c(c21)CCc1nn(C)cc1-4)C(=O)NC3,7.7447274948966935
CHEMBL1910893,18.0,nM,Oc1ccc(-c2ccc3c(-c4ccc(N5CCNCC5)cc4)n[nH]c3n2)cc1,7.7447274948966935
CHEMBL4165836,18.0,nM,CCS(=O)(=O)c1ccc(OC)c(Nc2ncc(-c3cccc(-c4cc[nH]c4)c3)o2)c1,7.7447274948966935
CHEMBL215948,18.0,nM,CN1CCN(Cc2ccc3c(c2)-c2n[nH]c(-c4ccc(CN(C)C(=O)Nc5ccc(Cl)c(Cl)c5)s4)c2C3)CC1,7.7447274948966935
CHEMBL492856,18.0,nM,O=C(Nc1cccc(C(F)(F)F)c1)c1cccc2c1CCN(Cc1ccnc3ccccc13)C2=O,7.7447274948966935
CHEMBL3628808,18.0,nM,O=C(Nc1ccc(Oc2ncnc3sccc23)cc1)Nc1cccc(Br)c1,7.7447274948966935
CHEMBL176019,18.0,nM,CC(C)N(Cc1ccccc1)c1nc(O)nc(Nc2ccc3ncsc3c2)n1,7.7447274948966935
CHEMBL245947,18.0,nM,CNc1cc(-c2cccnc2Oc2cc(NC(=O)c3cccc(C(C)C)c3)ccc2C)ccn1,7.7447274948966935
CHEMBL179517,18.0,nM,Cc1ccc(Nc2ncnn3cc(C(=O)NCCCN4CCCC4)c(C(C)C)c23)cc1O,7.7447274948966935
CHEMBL246150,18.0,nM,CNc1cc(-c2cccnc2Oc2cccc(NC(=O)c3cccc(C(C)C)c3)c2)ccn1,7.7447274948966935
CHEMBL3660277,18.0,nM,Cc1ccc(F)c(NC(=O)Nc2ccc(Oc3ccnc(-c4cc(C(=O)O)c[nH]4)c3)c(F)c2)c1,7.7447274948966935
CHEMBL3939588,18.0,nM,COc1cc2c(Nc3ccc(NC(=O)Nc4ccc(C)c(C)c4)c(Cl)c3)ncnc2cc1OCCN1CCCCC1,7.7447274948966935
CHEMBL3889965,18.1,nM,COCC(=O)Nc1cc(NC(=O)Nc2ccc(Oc3ccnc(NC(=O)C4CC4)c3)c(F)c2)cc(C(F)(F)F)c1,7.7423214251308154
CHEMBL3961406,18.2,nM,N#Cc1cc(NC(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)ccc1Oc1ccnc(NC(=O)C2CC2)c1,7.739928612014925
CHEMBL3690417,18.2,nM,CC(C)(C)OC(=O)N1CCc2nc(-c3ccn4c(-c5cccc(NC(=O)NCC(F)(F)F)c5)cnc4c3)sc2C1,7.739928612014925
CHEMBL4860634,18.4,nM,Cc1ccccc1NC(=O)c1ccc(NC(=O)CSc2nc3ccccc3n3cnnc23)cc1,7.735182176990463
CHEMBL3690484,18.5,nM,O=C(NCC(F)(F)F)Nc1cccc(-c2cnc3cc(-c4ccc(CCO)cn4)ccn23)c1,7.732828271596986
CHEMBL3403510,18.6,nM,COc1ccc(N(C)c2nc(C)nc3oc(C)cc23)cc1OC,7.730487055782084
CHEMBL4446992,18.7,nM,COc1cc2c(Oc3ccc(C4SCC(=O)N4NC(=O)Nc4ccc(F)cc4F)cc3F)ccnc2cc1OCCCN1CCN(C)CC1,7.7281583934635005
CHEMBL3702605,19.0,nM,Nc1ncc2c(n1)CCN(c1cccc(C(=O)Nc3cccc(C(F)(F)F)c3)c1)C2,7.721246399047171
CHEMBL2349010,19.0,nM,Cc1ccsc1C(=O)Nc1cn2nc(Oc3cccc(NC(=O)c4cccc(F)c4)c3)ccc2n1,7.721246399047171
CHEMBL3656102,19.0,nM,Cc1ccc(F)c(NC(=O)Nc2ccc(Oc3ccnc(-c4cc(C(=O)NCCC(=O)O)c[nH]4)c3)cc2)c1,7.721246399047171
CHEMBL2071211,19.0,nM,Cn1cc(Nc2ncc(Cl)c(N[C@H]3[C@H]4CC[C@H](C4)[C@H]3C(N)=O)n2)cn1,7.721246399047171
CHEMBL3656103,19.0,nM,Cc1cccc(NC(=O)Nc2ccc(Oc3ccnc(-c4cc(C(=O)NS(C)(=O)=CCC(=O)O)c[nH]4)c3)cc2)c1,7.721246399047171
CHEMBL379372,19.0,nM,Nc1ncnc2snc(-c3ccc(NC(=O)Nc4cccc(Cl)c4)cc3)c12,7.721246399047171
CHEMBL92461,19.0,nM,COc1ccc(-c2cnc3c(-c4ccsc4)cnn3c2)cc1,7.721246399047171
CHEMBL183844,19.0,nM,Cc1cccc(NC(=O)Nc2ccc(-c3cccc4c3CNC4=O)cc2C)c1,7.721246399047171
CHEMBL2071210,19.0,nM,Cn1cc(Nc2ncc(Cl)c(N[C@@H]3[C@H]4CC[C@H](C4)[C@@H]3C(N)=O)n2)cn1,7.721246399047171
CHEMBL1254836,19.0,nM,Cn1ccc2ncnc(Oc3ccc(NC(=O)Nc4cccc(F)c4)cc3)c21,7.721246399047171
CHEMBL211464,19.0,nM,CN1CCN(Cc2ccc3c(c2)-c2n[nH]c(-c4ccc(CN(C)C(=O)Nc5ccc(Br)cc5)s4)c2C3)CC1,7.721246399047171
CHEMBL94678,19.0,nM,COC(=O)[C@]1(O)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,7.721246399047171
CHEMBL272183,19.0,nM,Nc1noc2cccc(-c3ccc(NC(=O)Nc4cccc([N+](=O)[O-])c4)cc3)c12,7.721246399047171
CHEMBL4082186,19.0,nM,COc1ccc(-c2cnn3cc(-c4ccsc4)cnc23)cc1,7.721246399047171
CHEMBL197353,19.0,nM,Cc1cccc(NC(=O)Nc2ccc(-c3c(CCO)sc4ncnc(N)c34)cc2)c1,7.721246399047171
CHEMBL3694656,19.0,nM,O=C(NCC(F)(F)F)Nc1cccc(-c2cnc3cc(-c4nnc(CCO)s4)ccn23)c1,7.721246399047171
CHEMBL360781,19.0,nM,COc1cc2nccc(Oc3ccc(NC(=O)Nc4ccccc4[N+](=O)[O-])cc3)c2cc1OC,7.721246399047171
CHEMBL1254437,19.0,nM,Cn1nc(C(C)(C)C)cc1NC(=O)Nc1ccc(Oc2ncnc3ccn(C)c23)cc1Cl,7.721246399047171
CHEMBL1254671,19.0,nM,Cn1ccc2ncnc(Oc3ccc(NC(=O)Nc4ccc(CN5CCOCC5)c(C(F)(F)F)c4)c(Cl)c3)c21,7.721246399047171
CHEMBL393462,19.0,nM,CN(C)CCc1ccc(Nc2ncc(Cl)c(-c3ccc(C(C)(C)N)cc3)n2)cc1,7.721246399047171
CHEMBL270550,19.0,nM,COc1cc2nccc(Oc3ccc4c(c3)OCCN4C(=O)Nc3ccccc3Cl)c2cc1OC,7.721246399047171
CHEMBL570869,19.0,nM,O=C(O)Cn1cnc(C(=O)c2cc3nccc(Oc4ccc(NC(=O)CC(=O)Nc5ccccc5)cc4F)c3s2)c1,7.721246399047171
CHEMBL3983962,19.0,nM,COCCOC(=O)c1cc2nccc(Oc3cccc(NC(=O)c4occc4C)c3)c2s1,7.721246399047171
CHEMBL1242293,19.0,nM,CC(C)n1nc(-c2cnc3[nH]ccc3c2)c2c(N)ncnc21,7.721246399047171
CHEMBL2016915,19.0,nM,CN1CCN(CC(=O)N2CCc3nc(-c4cc5cc(Cl)ccc5[nH]c4=O)[nH]c3C2)CC1,7.721246399047171
CHEMBL371510,19.0,nM,Cc1cccc(NC(=O)Nc2ccc(-c3csc4ncnc(N)c34)cc2F)c1,7.721246399047171
CHEMBL4877505,19.0,nM,CCCNc1cc(Oc2ccc(NC(=O)Nc3cccc(C(F)(F)F)c3)cc2)ncn1,7.721246399047171
CHEMBL496764,19.0,nM,CN1CCN(c2ccc3[nH]c(-c4c(N)c5cc(N)ccc5[nH]c4=O)nc3c2)CC1,7.721246399047171
CHEMBL409872,19.0,nM,Nc1ncnc2c1N=C(c1ccc(NC(=O)Nc3cccc(Cl)c3)cc1)CCN2,7.721246399047171
CHEMBL256116,19.0,nM,Cc1cc2c(F)c(Oc3ncnn4cc(OC[C@@H](C)O)c(C)c34)cnc2[nH]1,7.721246399047171
CHEMBL3702665,19.0,nM,O=C(Nc1cccc(C(F)(F)F)c1)c1cccc(N2CCc3ncncc3C2)c1,7.721246399047171
CHEMBL404005,19.0,nM,COc1cccc2c1c(/C=C1\C(=O)NN=C1c1snnc1C)cn2C,7.721246399047171
CHEMBL402036,19.0,nM,CN(C)C(=O)c1cc2nccc(Oc3ccc(NC(=S)NC(=O)Cc4ccccc4)cc3F)c2s1,7.721246399047171
CHEMBL330621,19.0,nM,Cc1ccc(Nc2ncc(-c3ccccc3)s2)nc1,7.721246399047171
CHEMBL2112040,19.0,nM,CC[C@H](C)OCc1ccc2c(c1)c1c3c(c4c(c1n2CCCO)Cc1ccccc1-4)C(=O)NC3,7.721246399047171
CHEMBL333640,19.0,nM,COCCN(CCOc1ccc(-c2cnc3c(-c4ccsc4)cnn3c2)cc1)Cc1ccccc1,7.721246399047171
CHEMBL3938359,19.1,nM,O=C(Nc1cc(NC(=O)[C@@H]2CCCN2)cc(C(F)(F)F)c1)Nc1ccc(Oc2ccnc(NC(=O)C3CC3)c2)c(F)c1,7.718966632752272
CHEMBL3690486,19.1,nM,Nc1ccc(-c2ccn3c(-c4cccc(NC(=O)NCC(F)(F)F)c4)cnc3c2)nc1,7.718966632752272
CHEMBL3297898,19.1,nM,COc1ccc(N(C)c2nc(C)nc3oc(C)cc23)cc1,7.718966632752272
CHEMBL3739627,19.2,nM,O=C(Nc1ccccc1)c1cccc2cc(Oc3ccnc(Nc4ccccc4)n3)ccc12,7.71669877129645
CHEMBL4159244,19.2,nM,C=CC(=O)Nc1cccc(-c2ccc(NC(=O)Nc3cccc(C(F)(F)F)c3)cc2)n1,7.71669877129645
CHEMBL4530342,19.4,nM,CCCC(=O)Nc1cc(Oc2ccc(Nc3nccc4[nH]cc(-c5ccc(F)cc5)c(=O)c34)cc2F)ccn1,7.7121982700697735
CHEMBL3740073,19.8,nM,CS(=O)(=O)Cc1cccc(Nc2nccc(Oc3ccc4c(C(=O)Nc5cccc(Cl)c5)cccc4c3)n2)c1,7.703334809738469
CHEMBL3403512,19.9,nM,Cc1nc(N(C)c2ccc3c(c2)OCO3)c2cc(C)oc2n1,7.701146923590294
CHEMBL4167759,19.97,nM,Nc1n[nH]c2cccc(-c3ccc(NC(=S)Nc4ccc(F)c(F)c4)cc3)c12,7.699621935129297
CHEMBL503524,20.0,nM,O=C(Nc1ccc(Oc2ccnc3cc(-c4cn(CCN5CCCC5)cn4)sc23)c(F)c1)N1CCN(c2ccccc2)C1=O,7.698970004336019
CHEMBL3961214,20.0,nM,Cc1cccc(NC(=O)Nc2ccc(C#Cc3ccc4nc(N)cn4n3)cc2)c1,7.698970004336019
CHEMBL2023476,20.0,nM,COc1ccc2c(Oc3ccc(CC(=O)Nc4ncc(C)s4)c(OC)c3)ccnc2c1,7.698970004336019
CHEMBL89363,20.0,nM,Cc1c[nH]c(/C=C2\C(=O)Nc3ccccc32)c1CCC(=O)O,7.698970004336019
CHEMBL1744347,20.0,nM,COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCCCN1CCN(C)CC1.Cl,7.698970004336019
CHEMBL270869,20.0,nM,CC(C)c1c(-c2nnc(NCC(C)(C)CN)o2)cn2ncnc(Nc3cc(C(=O)NC4CC4)c(F)cc3F)c12,7.698970004336019
CHEMBL3656040,20.0,nM,Cc1ccoc1C(=O)Nc1cccc(Oc2ccnc(-c3cc(C(=O)NO)c[nH]3)c2)c1,7.698970004336019
CHEMBL3093587,20.0,nM,Cn1cc(C(=O)Nc2ccc(Oc3ccc4nc(NC(=O)C5CC5)cn4n3)cc2)c(=O)n1-c1ccccc1,7.698970004336019
CHEMBL297675,20.0,nM,COc1cccc(Nc2nccc(-n3ccnc3-c3ccccc3)n2)c1,7.698970004336019
CHEMBL3942670,20.0,nM,CCOC(=O)CCCNC(=O)c1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)ccc4F)cc3)c2s1,7.698970004336019
CHEMBL224889,20.0,nM,C(#Cc1cc(-c2n[nH]c3c2Cc2cc(Cn4cccn4)ccc2-3)cs1)COc1ccccc1,7.698970004336019
CHEMBL186001,20.0,nM,Cc1ccc(Nc2ncnn3cc(C)c(C)c23)cc1O,7.698970004336019
CHEMBL1254840,20.0,nM,COc1cc(NC(=O)Nc2ccc(Oc3ncnc4ccn(C)c34)cc2Cl)cc(C(F)(F)F)c1,7.698970004336019
CHEMBL2403377,20.0,nM,CC(=O)N1CCc2[nH]c(/C=C3\C(=O)Nc4ccc(C#N)cc43)cc2C1,7.698970004336019
CHEMBL245744,20.0,nM,CNc1ncnc(-c2cccnc2Oc2cc(C(=O)Nc3cccc(C(C)C)c3)ccc2C)n1,7.698970004336019
CHEMBL1241484,20.0,nM,CC(C)n1nc(-c2ccc(Cl)c(O)c2)c2c(N)ncnc21,7.698970004336019
