molecule_chembl_id,smiles,pIC50,ROMol,tanimoto_maccs,tanimoto_morgan,dice_maccs,dice_morgan
CHEMBL559845,Cn1nc(C(N)=O)c2c1-c1nc(Nc3ccccc3)ncc1CC2,7.301029995663981,<rdkit.Chem.rdchem.Mol object at 0x7f7b2bb5adc0>,0.43548387096774194,0.22137404580152673,0.6067415730337079,0.3625
CHEMBL1098060,Cn1nc(C(=O)O)c2c1-c1nc(Nc3ccccc3)ncc1CC2,7.795880017344075,<rdkit.Chem.rdchem.Mol object at 0x7f7b2bb44820>,0.390625,0.22137404580152673,0.5617977528089888,0.3625
CHEMBL4290345,CSc1ncc2c(n1)Nc1n[nH]c(C)c1N=C2c1ccc(Cl)cc1,6.738023808602188,<rdkit.Chem.rdchem.Mol object at 0x7f7b2bb63880>,0.40625,0.22137404580152673,0.5777777777777777,0.3625
CHEMBL3670457,COC[C@@H](Nc1ncnc2c(C(N)=O)cccc12)c1ccccc1,5.6020599913279625,<rdkit.Chem.rdchem.Mol object at 0x7f7b23b83d00>,0.4482758620689655,0.22137404580152673,0.6190476190476191,0.3625
CHEMBL4280119,CSc1ncc2c(n1)Nc1n[nH]c(C)c1N=C2c1ccccc1Cl,7.026872146400302,<rdkit.Chem.rdchem.Mol object at 0x7f7b2bb5d820>,0.421875,0.22137404580152673,0.5934065934065934,0.3625
CHEMBL3680526,CN1CCN(CCOc2cccc(NC(=O)Nc3cccc(CNc4ncnc5c(C(N)=O)cccc45)c3)c2)CC1,7.494850021680094,<rdkit.Chem.rdchem.Mol object at 0x7f7b2bb3e9a0>,0.40789473684210525,0.22093023255813954,0.5794392523364486,0.3619047619047619
CHEMBL2386817,CN1CCN(c2ccc(C(=O)Nc3cc(-c4ccc(NC(=O)Nc5cccnc5)cc4)n[nH]3)cc2)CC1,6.522878745280337,<rdkit.Chem.rdchem.Mol object at 0x7f7b2bb6b940>,0.3611111111111111,0.22085889570552147,0.5306122448979592,0.36180904522613067
CHEMBL4763483,O=C(Nc1c[nH]nc1-c1nc(-c2ccc(CN3CCOCC3)cc2)c[nH]1)c1ccc(Cl)cc1,5.599634726650061,<rdkit.Chem.rdchem.Mol object at 0x7f7b23b83e80>,0.4305555555555556,0.22077922077922077,0.6019417475728155,0.3617021276595745
CHEMBL4797744,O=C(Nc1c[nH]nc1-c1nc(-c2ccc(CN3CCCCC3)cc2)c[nH]1)c1ccc(Cl)cc1,5.687188173787912,<rdkit.Chem.rdchem.Mol object at 0x7f7b23b835e0>,0.44776119402985076,0.22077922077922077,0.6185567010309279,0.3617021276595745
CHEMBL5088888,O=C(Nc1ccccc1)Nc1ccc(CCNc2ncnc3ccccc23)cc1,6.853871964321762,<rdkit.Chem.rdchem.Mol object at 0x7f7b2bb5e640>,0.4107142857142857,0.2206896551724138,0.5822784810126582,0.3615819209039548
CHEMBL3680513,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4csc(N)n4)c3)ncnc12,7.920818753952375,<rdkit.Chem.rdchem.Mol object at 0x7f7b2bb5cca0>,0.38095238095238093,0.2206896551724138,0.5517241379310345,0.3615819209039548
CHEMBL4849245,CCc1cc(Nc2nc(N[C@@H](C)c3ccc(C#N)cn3)nc3cccc(F)c23)n[nH]1,6.657577319177793,<rdkit.Chem.rdchem.Mol object at 0x7f7b2bb603a0>,0.4262295081967213,0.2206896551724138,0.5977011494252874,0.3615819209039548
CHEMBL3680549,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4cn[nH]c4N)c3)ncnc12,9.721246399047171,<rdkit.Chem.rdchem.Mol object at 0x7f7b2bba0640>,0.390625,0.2206896551724138,0.5617977528089888,0.3615819209039548
CHEMBL3675430,CCN(CC)C1CCN(c2cc(C(=O)Nc3cccc(C(CN(C)C)Nc4ncnc5c(C(N)=O)cccc45)c3)ccn2)C1,7.721246399047171,<rdkit.Chem.rdchem.Mol object at 0x7f7b2bb723a0>,0.32894736842105265,0.22033898305084745,0.49504950495049505,0.3611111111111111
CHEMBL3593296,Cc1cc(NC(=O)Nc2ccc(-c3cnc(NC(=O)c4ccc(OCCN5CCOCC5)cc4)s3)cc2)no1,7.602059991327962,<rdkit.Chem.rdchem.Mol object at 0x7f7b2bb38700>,0.4050632911392405,0.22023809523809523,0.5765765765765766,0.36097560975609755
CHEMBL3237177,COC(=O)c1ccc(Nc2nc(Nc3cc(C)[nH]n3)cc(N3CCN(S(=O)(=O)c4ccc(C)cc4)CC3)n2)cc1,6.24184537803261,<rdkit.Chem.rdchem.Mol object at 0x7f7b2bb70dc0>,0.3146067415730337,0.22023809523809523,0.47863247863247865,0.36097560975609755
CHEMBL2022370,Cc1cn2c(-c3cnn(CC(=O)Nc4ccccc4F)c3)cnc2c(Nc2cc(CN3CCCCC3)ns2)n1,6.703334809738469,<rdkit.Chem.rdchem.Mol object at 0x7f7b2bb63d00>,0.3924050632911392,0.22023809523809523,0.5636363636363636,0.36097560975609755
CHEMBL3680430,COCCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2cc(C3CC3)n[nH]2)c1,9.522878745280336,<rdkit.Chem.rdchem.Mol object at 0x7f7b2bba93a0>,0.36,0.22012578616352202,0.5294117647058824,0.36082474226804123
CHEMBL3894185,CC(=O)N[C@]1(Cc2cccc(Nc3nccs3)n2)CC[C@@H](Oc2cccc(Cl)c2F)CC1,9.086186147616283,<rdkit.Chem.rdchem.Mol object at 0x7f7b2bb4db20>,0.6190476190476191,0.22,0.7647058823529411,0.36065573770491804
CHEMBL3685277,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4cc(C5CC5)n[nH]4)c3)ncnc12,9.638272163982409,<rdkit.Chem.rdchem.Mol object at 0x7f7b2bba0be0>,0.36363636363636365,0.22,0.5333333333333333,0.36065573770491804
CHEMBL3891605,CNC(=O)[C@]1(Cc2cccc(Nc3cc[nH]n3)n2)CC[C@@H](Oc2cccc(Cl)c2F)CC1,8.602059991327963,<rdkit.Chem.rdchem.Mol object at 0x7f7b2bb496a0>,0.5757575757575758,0.22,0.7307692307692307,0.36065573770491804
CHEMBL3675378,NC(=O)c1cccc2c(NCc3ccc4occc4c3)ncnc12,6.0,<rdkit.Chem.rdchem.Mol object at 0x7f7b23b80ee0>,0.42857142857142855,0.2196969696969697,0.6,0.36024844720496896
CHEMBL3680487,CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(N3CCN(C)CC3)cc2)c1,8.05551732784983,<rdkit.Chem.rdchem.Mol object at 0x7f7b2bb54940>,0.36764705882352944,0.21951219512195122,0.5376344086021505,0.36
