smiles,MACCS similarity,pIC50,smiles,Morgan similarity,pIC50
CC(=O)Nc1cccc(-c2cn(-c3ccc(O)c(C(=O)Nc4cccc(C(F)(F)F)c4)c3)nn2)c1,0.5901639344262295,5.380906669373257,CC(=O)Nc1cccc(-c2cn(-c3ccc(O)c(C(=O)Nc4cccc(C(F)(F)F)c4)c3)nn2)c1,0.3125,5.380906669373257
CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(C(F)(F)F)nc2)c1,0.58,9.67778070526608,CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(C(F)(F)F)nc2)c1,0.3125,9.67778070526608
C[C@@H](Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(C(F)(F)F)nc2)c1,0.58,10.154901959985745,C[C@@H](Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(C(F)(F)F)nc2)c1,0.3125,10.154901959985745
Cc1cc(Nc2cc(Nc3ccc(-c4nc5ccccc5s4)cc3)ccn2)n[nH]1,0.3620689655172414,5.886056647693163,Cc1cc(Nc2cc(Nc3ccc(-c4nc5ccccc5s4)cc3)ccn2)n[nH]1,0.3111111111111111,5.886056647693163
COc1ccc2c(c1)Oc1ncnc(Nc3cnc(NC(=O)c4ccc(F)cc4)nc3)c1NC2,0.6166666666666667,6.481486060122112,COc1ccc2c(c1)Oc1ncnc(Nc3cnc(NC(=O)c4ccc(F)cc4)nc3)c1NC2,0.3103448275862069,6.481486060122112
COc1ccc2c(c1)CNc1c(Nc3cnc(NC(=O)c4ccc(C)cc4)nc3)ncnc1O2,0.55,5.455931955649724,COc1ccc2c(c1)CNc1c(Nc3cnc(NC(=O)c4ccc(C)cc4)nc3)ncnc1O2,0.3103448275862069,5.455931955649724
COc1cc(Nc2nccc(Nc3ccccc3Cl)n2)ccc1C(=O)O,0.6730769230769231,5.522878745280337,COc1cc(Nc2nccc(Nc3ccccc3Cl)n2)ccc1C(=O)O,0.30952380952380953,5.522878745280337
NC(=O)c1cccc2c(NCc3cccc(C(F)(F)F)c3)ncnc12,0.5384615384615384,6.236572006437063,NC(=O)c1cccc2c(NCc3cccc(C(F)(F)F)c3)ncnc12,0.3089430894308943,6.236572006437063
CNc1nccc(-c2cccnc2Oc2ccc(Nc3nc4ccncc4[nH]3)c3ccccc23)n1,0.7,5.97183558057553,CNc1nccc(-c2cccnc2Oc2ccc(Nc3nc4ccncc4[nH]3)c3ccccc23)n1,0.3087248322147651,5.97183558057553
Cc1cc(S(N)(=O)=O)ccc1Nc1ncc2c(n1)N(C)c1ccccc1C(=O)N2C,0.3974358974358974,5.309803919971486,Cc1cc(S(N)(=O)=O)ccc1Nc1ncc2c(n1)N(C)c1ccccc1C(=O)N2C,0.3082706766917293,5.309803919971486
Cn1cc(-c2ccn3c(-c4ccc(-c5cccc(Cl)c5)s4)cnc3c2)cn1,0.3793103448275862,5.886056647693163,Cn1cc(-c2ccn3c(-c4ccc(-c5cccc(Cl)c5)s4)cnc3c2)cn1,0.3076923076923077,5.886056647693163
NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccc(C(F)(F)F)nc4)c3)ncnc12,0.509090909090909,9.958607314841776,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccc(C(F)(F)F)nc4)c3)ncnc12,0.3076923076923077,9.958607314841776
Clc1ccccc1Nc1nc(Nc2ccc(-c3nnn[nH]3)cc2)ncc1Cl,0.5283018867924528,5.522878745280337,Clc1ccccc1Nc1nc(Nc2ccc(-c3nnn[nH]3)cc2)ncc1Cl,0.3076923076923077,5.522878745280337
COc1cc(C(N)=O)c2ncnc(NCc3ccc(C(F)(F)F)cc3)c2c1,0.6481481481481481,6.229147988357855,COc1cc(C(N)=O)c2ncnc(NCc3ccc(C(F)(F)F)cc3)c2c1,0.30708661417322836,6.229147988357855
CCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(C(F)(F)F)nc2)c1,0.5370370370370371,8.958607314841775,CCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(C(F)(F)F)nc2)c1,0.30612244897959184,8.958607314841775
