epoch,kl_weight,lr,kl_loss,recon_loss,loss
86.0,0.86,0.0008564899094051615,1.1945034939344622e-06,0.022345705389976503,0.022346732646226882
87.0,0.87,0.0005578270575938211,8.423218278039712e-07,0.021299704521894454,0.021300437450408934
88.0,0.88,0.0003660737030015428,6.648886055700132e-07,0.020648443758487702,0.020649028807878493
89.0,0.89,0.00030000000000000003,5.803733206448669e-07,0.020290001302957536,0.02029051786661148
90.0,0.9,0.0029339262969984574,4.556955360385473e-05,0.025968400090932847,0.02600941261649132
91.0,0.91,0.0027421729424061793,9.611595116439276e-06,0.030603641629219056,0.030612388223409653
92.0,0.92,0.002443510090594839,7.841422280762344e-06,0.029609566003084183,0.029616780132055282
93.0,0.93,0.002067172942406179,4.8733384355728045e-06,0.027363475829362868,0.02736800792813301
94.0,0.9400000000000001,0.00165,2.877513878047466e-06,0.02521647396683693,0.025219178825616837
95.0,0.9500000000000001,0.0012328270575938211,1.786165079465718e-06,0.02337066987156868,0.0233723666369915
96.0,0.96,0.0008564899094051615,1.060257525750785e-06,0.021920525550842285,0.021921543389558793
97.0,0.97,0.0005578270575938211,6.969999849388841e-07,0.020889622271060945,0.02089029836654663
98.0,0.98,0.0003660737030015428,5.36677539912489e-07,0.020225795418024065,0.020226321309804916
99.0,0.99,0.00030000000000000003,4.6614414895884694e-07,0.019915673285722732,0.01991613468527794
