epoch,kl_weight,lr,kl_loss,recon_loss,loss
0.0,0.0,0.0029339262969984574,6.388735657274723,0.17079390335083008,0.17079390335083008
1.0,0.01,0.0027421729424061793,0.6522901450395584,0.15707369947433472,0.16359660053253175
2.0,0.02,0.002443510090594839,0.05153981539607048,0.13129334235191345,0.1323241378068924
3.0,0.03,0.002067172942406179,0.019342493668198586,0.09971258127689361,0.10029285585880279
4.0,0.04,0.00165,0.011710593223571777,0.0836635731458664,0.08413199734687805
5.0,0.05,0.0012328270575938211,0.006737372476607561,0.0754107654094696,0.075747633934021
6.0,0.06,0.0008564899094051615,0.0030558513924479483,0.07018390989303588,0.07036726081371307
7.0,0.07,0.0005578270575938211,0.0017886760607361794,0.06678128856420516,0.06690649610757828
8.0,0.08,0.0003660737030015428,0.0011811233274638653,0.06470391672849655,0.06479840660095215
9.0,0.09,0.00030000000000000003,0.0008398274695500731,0.06329108029603958,0.06336666458845139
10.0,0.1,0.0029339262969984574,0.001613557459320873,0.09021429634094238,0.09037565171718598
11.0,0.11,0.0027421729424061793,0.0003725705163087696,0.06879431420564651,0.06883529740571975
12.0,0.12,0.002443510090594839,0.00016988471196964383,0.0626791124343872,0.06269949853420258
13.0,0.13,0.002067172942406179,0.00010813101206440479,0.05867680287361145,0.05869085997343063
14.0,0.14,0.00165,7.628039078554139e-05,0.055891401648521424,0.0559020808339119
15.0,0.15,0.0012328270575938211,5.857830296736211e-05,0.05379100406169891,0.053799790918827056
16.0,0.16,0.0008564899094051615,4.76824952638708e-05,0.05222210097312927,0.05222972995042801
17.0,0.17,0.0005578270575938211,4.1388975805602964e-05,0.0510619421005249,0.05106897819042206
18.0,0.18,0.0003660737030015428,3.748827200615779e-05,0.05024920910596847,0.0502559569478035
19.0,0.19,0.00030000000000000003,3.4910277172457427e-05,0.04975409990549087,0.04976073276996613
20.0,0.2,0.0029339262969984574,8.265055622905492e-05,0.05873798733949661,0.058754517436027526
21.0,0.21,0.0027421729424061793,3.635991818737239e-05,0.050952069222927096,0.05095970463752746
22.0,0.22,0.002443510090594839,3.064730553887784e-05,0.04891161417961121,0.0489183566570282
23.0,0.23,0.002067172942406179,2.3903005028842016e-05,0.04727335155010223,0.04727884924411774
24.0,0.24,0.00165,1.903264874999877e-05,0.045792314112186434,0.0457968819141388
25.0,0.25,0.0012328270575938211,1.5209301098366268e-05,0.04449156963825226,0.04449537217617035
26.0,0.26,0.0008564899094051615,1.2776092218700796e-05,0.04340589809417725,0.04340921980142593
27.0,0.27,0.0005578270575938211,1.1248555179918185e-05,0.04250064343214035,0.04250368040800095
28.0,0.28,0.0003660737030015428,1.0236913120024837e-05,0.041897968769073486,0.041900834977626804
29.0,0.29,0.00030000000000000003,9.605845014448278e-06,0.041480862736701964,0.041483648478984836
30.0,0.3,0.0029339262969984574,0.0001271707009727834,0.044625125110149384,0.044663276195526125
31.0,0.31,0.0027421729424061793,2.1056251775007696e-05,0.04359181147813797,0.043598339080810546
32.0,0.32,0.002443510090594839,1.6933029459323736e-05,0.04218700641393661,0.042192425191402434
33.0,0.33,0.002067172942406179,1.1937649207538925e-05,0.040712521016597746,0.0407164603471756
34.0,0.34,0.00165,9.458394299144857e-06,0.039316609978675844,0.039319826006889345
35.0,0.35000000000000003,0.0012328270575938211,7.357040558417793e-06,0.0379879989027977,0.03799057388305664
36.0,0.36,0.0008564899094051615,6.05987381277373e-06,0.03683271825313568,0.03683489960432053
37.0,0.37,0.0005578270575938211,5.092328719911165e-06,0.03593582862615585,0.03593771278858185
38.0,0.38,0.0003660737030015428,4.565474613627884e-06,0.035228424727916714,0.03523015958070755
39.0,0.39,0.00030000000000000003,4.244566876877798e-06,0.034809700101614,0.034811355382204055
40.0,0.4,0.0029339262969984574,0.000520273907291994,0.039730482339859007,0.039938591837882995
41.0,0.41000000000000003,0.0027421729424061793,1.206369319697842e-05,0.03883249545097351,0.03883744144439697
42.0,0.42,0.002443510090594839,9.118961708736606e-06,0.03746942186355591,0.03747325199842453
43.0,0.43,0.002067172942406179,7.004523409705143e-06,0.03612983924150467,0.036132851243019105
44.0,0.44,0.00165,5.394643354520667e-06,0.03470043343305588,0.034702807128429415
45.0,0.45,0.0012328270575938211,4.344735265476629e-06,0.0332829250395298,0.0332848801612854
46.0,0.46,0.0008564899094051615,3.4504464238125367e-06,0.03204478481411934,0.03204637202620506
47.0,0.47000000000000003,0.0005578270575938211,2.9568211721198166e-06,0.031111613541841505,0.03111300340294838
48.0,0.48,0.0003660737030015428,2.660185178683605e-06,0.030404473930597305,0.030405750930309297
49.0,0.49,0.00030000000000000003,2.4893736826925306e-06,0.029981204330921173,0.029982424139976503
50.0,0.5,0.0029339262969984574,0.0003667022619956697,0.03544303432106972,0.03562638556957245
51.0,0.51,0.0027421729424061793,8.832817009533755e-06,0.03585577130317688,0.035860276103019714
52.0,0.52,0.002443510090594839,6.966413748159539e-06,0.03451916313171387,0.03452278542518616
53.0,0.53,0.002067172942406179,5.112812250445131e-06,0.03297548401355743,0.032978193789720535
54.0,0.54,0.00165,3.856020997773157e-06,0.03135417085886002,0.031356253057718275
55.0,0.55,0.0012328270575938211,2.9345078401092906e-06,0.029894559621810913,0.029896173685789108
56.0,0.56,0.0008564899094051615,2.3089357000571908e-06,0.028632006138563156,0.02863329914212227
57.0,0.5700000000000001,0.0005578270575938211,3.7283306028257358e-06,0.02849018147587776,0.028492306530475617
58.0,0.58,0.0003660737030015428,1.8575496742414544e-06,0.027300518870353698,0.02730159619450569
59.0,0.59,0.00030000000000000003,1.6581938944000286e-06,0.026782200515270232,0.026783178925514222
60.0,0.6,0.0029339262969984574,5.1014585351367715e-06,0.03215716829895973,0.03216022923588753
61.0,0.61,0.0027421729424061793,7.630022148077842e-06,0.03335867691040039,0.03336333125829696
62.0,0.62,0.002443510090594839,6.210783278220333e-06,0.03203315782546997,0.032037008345127106
63.0,0.63,0.002067172942406179,4.378430439828662e-06,0.03047972747683525,0.030482485830783845
64.0,0.64,0.00165,3.098833087278763e-06,0.028819432735443115,0.028821415901184082
65.0,0.65,0.0012328270575938211,2.1278270451148275e-06,0.027283265918493272,0.02728464889526367
66.0,0.66,0.0008564899094051615,1.5570344748994103e-06,0.025997969031333924,0.02599899670481682
67.0,0.67,0.0005578270575938211,1.2420604252838529e-06,0.025011014252901077,0.02501184645295143
68.0,0.68,0.0003660737030015428,1.070216147127212e-06,0.02436507108807564,0.024365798711776732
69.0,0.6900000000000001,0.00030000000000000003,9.809199127630564e-07,0.02400315058231354,0.024003827452659606
70.0,0.7000000000000001,0.0029339262969984574,0.00014195148104954568,0.02998922410607338,0.030088590145111085
71.0,0.71,0.0027421729424061793,7.2417228002450426e-06,0.03226407486200333,0.0322692166864872
72.0,0.72,0.002443510090594839,5.769858995336108e-06,0.03094617024064064,0.030950324535369875
73.0,0.73,0.002067172942406179,4.077644007338677e-06,0.029281103044748305,0.029284079641103744
74.0,0.74,0.00165,2.6416756936669117e-06,0.02736507108807564,0.02736702597141266
75.0,0.75,0.0012328270575938211,1.75948590367625e-06,0.025723133116960527,0.025724452674388887
76.0,0.76,0.0008564899094051615,1.278449737583287e-06,0.02439252457022667,0.024393496185541153
77.0,0.77,0.0005578270575938211,9.845584754657467e-07,0.023460422545671464,0.02346118074655533
78.0,0.78,0.0003660737030015428,8.227398784583783e-07,0.02282601684331894,0.022826658546924592
79.0,0.79,0.00030000000000000003,7.389118682112894e-07,0.022473837345838545,0.02247442105412483
80.0,0.8,0.0029339262969984574,6.951906365611648e-05,0.028427163451910018,0.028482778549194336
81.0,0.81,0.0027421729424061793,6.760972530173603e-06,0.03180059626698494,0.03180607259273529
82.0,0.8200000000000001,0.002443510090594839,5.472323304275051e-06,0.030368655413389206,0.03037314274907112
83.0,0.8300000000000001,0.002067172942406179,3.481064148218138e-06,0.02826919639110565,0.02827208557724953
84.0,0.84,0.00165,2.1867436953471043e-06,0.02635270854830742,0.026354545325040817
85.0,0.85,0.0012328270575938211,1.4268884624470957e-06,0.02467756524682045,0.02467877808213234
86.0,0.86,0.0008564899094051615,9.654837322159438e-07,0.023368231773376463,0.023369062095880508
87.0,0.87,0.0005578270575938211,7.248679503391031e-07,0.022418800592422485,0.022419431269168854
88.0,0.88,0.0003660737030015428,5.938148847235425e-07,0.021811885535717012,0.021812407970428466
89.0,0.89,0.00030000000000000003,5.228066843301349e-07,0.021465071231126787,0.02146553647518158
90.0,0.9,0.0029339262969984574,3.214392277186562e-05,0.027272370368242264,0.027301299810409546
91.0,0.91,0.0027421729424061793,6.977857628953643e-06,0.03125772535800934,0.031264075309038165
92.0,0.92,0.002443510090594839,6.104480067733675e-06,0.030448033541440964,0.030453649640083312
93.0,0.93,0.002067172942406179,3.7635434564435854e-06,0.028269424676895142,0.02827292466163635
94.0,0.9400000000000001,0.00165,2.111545425577788e-06,0.025977104783058168,0.025979089558124543
95.0,0.9500000000000001,0.0012328270575938211,1.2611038655450102e-06,0.024187198370695114,0.0241883964240551
96.0,0.96,0.0008564899094051615,8.077033280642354e-07,0.022806994080543517,0.022807769358158113
97.0,0.97,0.0005578270575938211,5.768399087173748e-07,0.02191049441695213,0.02191105395555496
98.0,0.98,0.0003660737030015428,4.64981224922667e-07,0.021315933376550675,0.021316389054059984
99.0,0.99,0.00030000000000000003,4.05751831294765e-07,0.02097654777765274,0.020976949512958528
