chembl_id,smiles,IC50[nM]
CHEMBL3416603,Brc1sc2ncnc(N[C@H](CO)c3ccccc3)c2c1,36.0
CHEMBL215171,Clc1c(OCc2cc(F)ccc2)ccc(Nc2ncnc3c2cc(-c2oc(COCCS(=O)(=O)C)cc2)cc3)c1,26.0
CHEMBL76929,S(=O)(=O)(Oc1ccc(/C=C/[N+](=O)[O-])cc1)c1cc([O-])c(C(=O)OC)cc1,1800.0
CHEMBL450786,Clc1c(CS(=O)(=O)c2cc3/C(=C/c4c(C)c(C(=O)N5[C@@H](C[NH+]6CCCC6)CCC5)c(C)[nH]4)/C(=O)Nc3cc2)c(Cl)ccc1,3800.0
CHEMBL39320,Brc1cc(Nc2ncnc3c2cc2c(n(C)nc2)c3)ccc1,0.37
CHEMBL461571,Clc1ccc(C(=O)c2c(C)n(Cc3cc(O[C@@H](C(=O)[O-])C)ccc3)c3c2ccc(OC(F)(F)F)c3)cc1,2240.0
CHEMBL411897,Clc1c(OCc2ncccc2)ccc(Nc2ncnc3[nH]nc(OCC[NH+]4CCC(OC)CC4)c23)c1,28.0
CHEMBL66879,O=C([O-])/C=C/c1ccc(O)cc1,3000001.0
CHEMBL2335379,N(c1nc(N)nc2[nH]c(CCc3ncccc3)cc12)c1cc(C#C)ccc1,19899.99
CHEMBL3416616,Brc1sc2ncnc(NCc3ncccc3)c2c1,7904.0
CHEMBL421686,N(Cc1ccccc1)c1ncnc2[nH]c(C)c(C)c12,1080.0
CHEMBL1641996,Brc1cc(Nc2ncc(C#N)c3c2cc(NC(=O)c2occc2)cc3)ccc1,55599.99
CHEMBL474143,Brc1c(F)ccc(Nc2ncnc3c2[nH]c(NC(=O)C=C)c3)c1,1.2
CHEMBL120564,O(C)c1c(O)c(C)cc(C=C(C#N)C#N)c1,87000.03
CHEMBL3952877,O(C[C@@H](Nc1ncnc2oc(-c3ccccc3)cc12)c1ccccc1)C,28.0
CHEMBL132348,O=C([O-])C[NH+](C)[C@@H]1[C@H](OC)[C@@]2(C)O[C@H](n3c4c5n2c2c(c5c5c(C(=O)NC5)c4c4c3cccc4)cccc2)C1,31.0
CHEMBL1929554,Clc1cc(F)c(Nc2nc(N)nc3[nH]c(Cc4c5c(ccc4)cccc5)cc23)cc1,112100.0
CHEMBL592139,Clc1cc(/C=N/N=C2SCC(=O)N2)ccc1,10779.99
CHEMBL3671561,Brc1cc(F)c(Nc2ncnc3c2cc(NC(=O)C=C)c(OCC2OC(=O)NC2)c3)cc1,17.0
CHEMBL3971413,O=C(Nc1c(OCC)cc2ncnc(Nc3cc4c(n(Cc5ccccc5)nc4)cc3)c2c1)/C=C/CN1[C@@H](C)C[NH2+]C[C@H]1C,72.0
CHEMBL335648,O(C)[C@H]1[C@@H]([N+](C)(C)C)C[C@@H]2O[C@@]1(C)n1c3c4n2c2c(c4c4C(=O)NCc4c3c3c1cccc3)cccc2,19.0
CHEMBL1934627,Clc1c(OCc2cc(F)ccc2)ccc(Nc2c(C#Cc3oc(C[NH+]4CCCC4)cc3)c(C)ncn2)c1,79.0
CHEMBL3896615,Clc1cc(NC(=O)Nc2ccc(Nc3ncnc4c3cc(OC)c(OCCCN3CC[NH+](C)CC3)c4)cc2)ccc1,500.0
CHEMBL3219130,O=C(Nc1cc(N2C(=O)C(C(CC)C)N(C)C(=O)c3c2nc(Nc2c(OC)cc(N4CC[NH+](C)CC4)cc2)nc3)ccc1)C=C,10.18
CHEMBL589589,ClCCN(CCCl)c1ccc(C(=O)Nc2ccc(C(C)C)cc2)cc1,750.0
CHEMBL3759280,Clc1c(F)ccc(Nc2ncnc3sc(-c4c(OC)cc(C=O)cc4)cc23)c1,5.0
CHEMBL3968784,Clc1c(F)c(Nc2ncnc3c2cc(O[C@@H]2CN(C(=O)C=C)CC2)c(OC)c3)ccc1Cl,1.3
CHEMBL3655347,Clc1c(F)ccc(Nc2ncnc3oc4c(c23)CCN(C(=O)/C=C/C[NH+](C(C)C)C)C4)c1,1.0
CHEMBL1090358,Fc1c(C(=O)Nc2cc(-c3c(-c4nc(Nc5ccc(N6CC[NH+](CC)CC6)cc5)ncc4)n4c(SC=C4)n3)ccc2)c(F)ccc1,50.0
CHEMBL3297895,Clc1ccc(Nc2nc(C)nc3oc(C)cc23)cc1,102.3
CHEMBL2348415,Clc1c(Oc2cc(C(F)(F)F)ccc2)ccc(Nc2ncnc3NCCC(C(=O)NCCS(=O)(=O)C)=Cc23)c1,75.0
CHEMBL519147,Clc1ccc(Nc2nc(N)nc3[nH]c(CCc4ccccc4)cc23)cc1,3180.0
CHEMBL206347,Clc1c(F)ccc(Nc2ncnc3Oc4c(ccc(OC)c4)CNc23)c1,1000.0
CHEMBL2064393,FC(F)(F)COc1c(C)c(COc2cc(Nc3ncnc4c3cc3N(CCC[NH+]5CCOCC5)C(=O)Oc3c4)ccc2)ncc1,99.0
CHEMBL430571,O=C(Nc1cc2c(Nc3ccc(OCc4ccccc4)cc3)ncnc2cc1)C=C,3.6
CHEMBL1241943,Clc1c(O)cc(-c2nn(CCC3C[NH2+]CCC3)c3ncnc(N)c23)cc1,20499.99
CHEMBL475769,Clc1c(OCc2cc(F)ccc2)ccc(Nc2ncnc3c2sc(-c2cc(CNCCS(=O)(=O)C)oc2)c3)c1,4.0
CHEMBL1173666,Clc1c(Cl)ccc(C2=NN(C(=S)N)C(c3ccc([N+](=O)[O-])cc3)C2)c1,7780.0
CHEMBL3133899,O=C(C=C)N1Cc2sc3ncnc(Nc4ccc(CC)cc4)c3c2CC1,7380.0
CHEMBL3736121,FC(F)(F)[C@@H](C)n1c([C@H](O)C)nc2c1cc(Nc1nc(N3C[C@@H](F)[C@@H](OC)CC3)ncc1)nc2,21000.01
CHEMBL3671526,Brc1cc(F)c(Nc2ncnc3c2cc(NC(=O)C=C)c(OCCNC(=O)/C=C/C[NH+](C)C)c3)cc1,16.0
CHEMBL4095071,Fc1c(N2C(=O)N([C@@H]3CN(C(=O)CC)CC3)c3nc(Nc4ccc(N5CC[NH+](C)CC5)cc4)ncc3C2)cc(OC)cc1,1100.0
CHEMBL205045,Clc1c(OCc2cc(F)ccc2)ccc(Nc2c(C#Cc3ncccc3)cncn2)c1,17.0
CHEMBL1172602,Clc1c(Cl)ccc(C2=NN(C(=O)C)C(c3cc(OC)cc(OC)c3)C2)c1,25469.99
CHEMBL524117,Clc1c(F)ccc(Cc2ncnc3c2nc(NC(=O)C=C)cc3)c1,0.76
CHEMBL521601,Clc1c(F)ccc(Cc2ncnc3c2nc(NC(=O)C=C)c(CCCC[NH+]2CCOCC2)c3)c1,2.69
CHEMBL466175,Clc1c(OCc2cc(F)ccc2)ccc(Nc2ncnc3c2sc(C#C[C@@H]2NC[C@H](OC(=O)N(C)C)C2)c3)c1,79.0
CHEMBL1242027,Fc1c(OC)cc(F)c(-c2nn(C(C)C)c3ncnc(N)c23)c1,10200.0
CHEMBL57759,Clc1c(F)ccc(Nc2ncnc3c2cc(OCC[NH+](C)C)c(OC)c3)c1,7.0
CHEMBL326445,Clc1cc(Nc2c(C#N)cnc3c2cc(OC)c(OC)c3)c(O)cc1,16982.44
CHEMBL3740257,Clc1c(Nc2cc(NC(=O)C=C)ccc2)nc(N/N=C(\C)/c2c(F)cc(F)cc2)nc1,11750.0
CHEMBL1242285,Brc1cc(O)cc(-c2nn(C(C)C)c3ncnc(N)c23)c1,249.0
CHEMBL432738,Clc1c(c(Cl)ccc1)-c1c(NC(=O)NCC)nc2nc(N)ncc2c1,1360.0
CHEMBL3942228,O=C(Nc1c(OCC)cc2ncnc(Nc3cc4c(n(Cc5ccccc5)nc4)cc3)c2c1)/C=C/C[NH+]1CCCCC1,2.0
CHEMBL76589,Oc1ccc(C=C(C#N)C(N)=C(C#N)C#N)cc1,100.0
CHEMBL571809,Clc1cc(Nc2ncnc3c2cc(/N=N/N(COC(=O)C)C)cc3)ccc1,240.0
CHEMBL368891,Nc1ncnc2nn3c(c12)C=CC=C3,10000.0
CHEMBL583218,O=C(OCC1CC[NH2+]CC1)Nc1c(CC)c2c(Nc3cc4c(n(Cc5ccccc5)nc4)cc3)ncnc2[nH]1,30.0
CHEMBL449949,Fc1cc(COc2ncc(Nc3ncnc4c3sc(C#C[C@H]3NC[C@H](OC(=O)N5CCOCC5)C3)c4)cc2)ccc1,2600.0
CHEMBL432396,Fc1ccc(Nc2c(C#N)cnc3c2cc(OC)c(OC)c3)cc1,47862.99
CHEMBL250923,O(C)c1c(OC)cc2ncnc(/C=C/CCc3ccccc3)c2c1,4.0
CHEMBL428741,Fc1cc(COC=2C(=O)C=C(Nc3ncnc4c3cc(NC(=O)/C=C/C[NH+](C)C)c(OCC)c4)C(=O)C=2)ccc1,4.1
CHEMBL160846,Clc1c(OCc2ccccc2)ccc(Nc2ncnc3c2cc(-c2nc(NCCS(=O)(=O)C)sc2)cc3)c1,8.0
CHEMBL3219348,O=C(Nc1cc(N2C(=O)CN(Cc3ccccc3)C(=O)c3c2nc(Nc2c(OC)cc(N4CC[NH+](C)CC4)cc2)nc3)ccc1)C=C,6.26
CHEMBL131715,Clc1ccc(C(=O)N(C)[C@@H]2[C@H](OC)[C@@]3(C)O[C@H](n4c5c6n3c3c(c6c6c(C(=O)NC6)c5c5c4cccc5)cccc3)C2)cc1,7000.0
CHEMBL595374,O(CCCN1CC[NH+](C)CC1)c1c(OC)cc2ncnc(Nc3c(C)cc(-c4sc5c(n4)cccc5)cc3)c2c1,1400.0
CHEMBL2064386,O(Cc1ccccc1)c1ccc(Nc2ncnc3c2cc2N(CCC[NH+]4CCOCC4)C(=O)Oc2c3)cc1,140.0
CHEMBL2336361,Fc1ccc(NC(=O)/C=C/c2ccccc2)cc1,10020.0
CHEMBL279138,O=C(NCCCCCCCCNC(=O)/C(/C#N)=C/c1cc(O)c([O-])cc1)/C(/C#N)=C/c1cc(O)c(O)cc1,2200.0
CHEMBL423224,Brc1cc(Nc2ncnc3[nH]c4c(c23)cccc4)ccc1,31.0
CHEMBL1645469,[NH3+]C1CC[NH+](Cc2c3C(Nc4c(C)cccc4)=NC=Nn3cc2)CC1,660.0
CHEMBL1242026,Oc1c(C)ccc(-c2nn(C(C)C)c3ncnc(N)c23)c1,663.0
CHEMBL590877,Fc1cc(/C=N/N=C2SCC(=O)N2)ccc1,13529.99
CHEMBL176702,OCC[NH2+]Cc1cc(-n2c3ncnc(N)c3c(-c3ccccc3)c2)ccc1,3400.0
CHEMBL77782,[NH+](CCc1ccc(-c2sc3c(Nc4cc5c([nH]cc5)cc4)ncnc3c2)cc1)(C)C,5.0
CHEMBL3671563,Brc1cc(F)c(Nc2ncnc3c2cc(NC(=O)C=C)c(OCCNC(=O)N2CCOCC2)c3)cc1,36.0
CHEMBL54091,Brc1c(F)ccc(Nc2ncnc3c2cc(NC(=O)C=C)nc3)c1,0.72
CHEMBL1171638,Clc1c(C2N(C(=O)C)N=C(c3cc(C)c(C)cc3)C2)cccc1,21479.99
CHEMBL510845,Fc1cc(Cn2ncc3c2ccc(Nc2ncnc4c2sc(C#C[C@H]2NC[C@H](OC(=O)N5CCOCC5)C2)c4)c3)ccc1,30.0
CHEMBL3357650,Clc1c(Oc2cnc(C)cc2)ccc(Nc2ncnc3c2cc(NC(=O)/C(/F)=C/C[NH+](C)C)c(OCC)c3)c1,4.5
CHEMBL258598,Brc1c(N)c(Nc2ncnc3c2cncc3)ccc1,10.0
CHEMBL3815074,O=C(Nc1cc2c(Nc3cc(C#C)ccc3)ncnc2cc1)C,2.04
CHEMBL3741768,O=C(OCCOc1c(OCCOC(=O)C(C)c2cc3c(cc(OC)cc3)cc2)cc2ncnc(Nc3cc(C#C)ccc3)c2c1)C(C)c1cc2c(cc(OC)cc2)cc1,390.0
CHEMBL62843,S(Sc1n(C)c2c(O)cccc2c1C(=O)Nc1ccccc1)c1n(C)c2c(O)cccc2c1C(=O)Nc1ccccc1,100000.0
CHEMBL109259,Clc1cc(Nc2ncc(C#N)c3c2cc(OC)c(OC)c3)ccc1,89125.05
CHEMBL356324,S(=O)(=O)(/C(/C#N)=C/c1cc(O)c(O)cc1)/C(/C#N)=C/c1cc(O)c(O)cc1,380.0
CHEMBL3753836,O=C(Nc1cc(OC)c(OC)c(-c2cnccc2)c1)Nc1ccncc1,131.09
CHEMBL422066,Clc1c(F)ccc(NN=C2N=CNc3c2cc(OC)c(OC)c3)c1,430.0
CHEMBL93386,Brc1cc(Nc2ncnc3c2cc(NC(=O)C#CCN2CCOCC2)cc3)ccc1,20.0
CHEMBL1200558,O=C(N[C@@H]1C(=O)N[C@H](CCC[NH3+])C(=O)N[C@@H]([C@H](CC)C)C(=O)N[C@H](Cc2ccccc2)C(=O)N[C@@H](Cc2[nH]cnc2)C(=O)N[C@H](CC(=O)[O-])C(=O)N[C@@H](CC(=O)N)C(=O)NCCCC1)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H]1N=C([C@@H]([NH3+])[C@H](CC)C)SC1)CC(C)C)CCC(=O)[O-])[C@H](CC)C,5377.0
CHEMBL604879,O(C)c1c(C(=Cc2c3c(N)nc(N)nc3oc2)CCCC)cccc1,529300.13
CHEMBL326280,Brc1cc(Nc2c(C#N)cnc3c2cc(NC(=O)C#CCOC)c(OC)c3)ccc1,790.0
CHEMBL257860,Clc1c(OCc2ncccc2)ccc(Nc2ncnc3[nH]nc(OCCC[NH+]4CCC(O)CC4)c23)c1,9.0
CHEMBL589588,ClCCN(CCCl)c1ccc(C(=O)Nc2ccc(OC)cc2)cc1,80.0
CHEMBL51741,Brc1cc2N(c3ncnc4c3cc(NC(=O)C=C)cc4)CCc2cc1,0.4
CHEMBL475600,Clc1c(OCc2cc(F)ccc2)ccc(Nc2ncnc3sc(-c4[nH]ccc4)cc23)c1,115.0
CHEMBL3741069,O=C(c1c(c(-c2ccccc2)[nH]c1C)-c1ccccc1)c1c(-c2ccccc2)nn(-c2ccccc2)c1,2560.0
CHEMBL3676368,Brc1c(Cl)c(F)c(Nc2ncnc3c2cc(NC(=O)C=C)c(OCCNC(=O)CCC[NH+](C)C)c3)cc1,28.0
CHEMBL3357644,Clc1c(F)ccc(Nc2ncnc3c2cc(NC(=O)/C(/F)=C\CN2CCOCC2)c(OC)c3)c1,0.3
CHEMBL3671508,Brc1cc(F)c(Nc2ncnc3c2cc(NC(=O)C=C)c(OCCNC(=S)NC)c3)cc1,98.0
CHEMBL4084847,Brc1cc(Nc2ncnc3c2cc(OCCOP(=O)(N(CCCl)CCCl)N)cc3)ccc1,4.3
CHEMBL1812434,Brc1c(/C=C/C(=O)Nc2cc3c(Nc4cc(Br)ccc4)ncnc3cc2)cccc1,4280.0
CHEMBL3758990,O=C(OC)c1c(OC)c(-c2sc3ncnc(N[C@H](C)c4ccccc4)c3c2)ccc1,9.0
CHEMBL403785,Clc1c(OCc2ncccc2)ccc(Nc2ncnc3c2c(OC[C@@H](N(C(=O)CO)C)C)ccc3)c1,2580.0
CHEMBL3921655,O=C(NC1CCC(n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc23)CC1)C#CC,156.3
CHEMBL599728,O=C(OCCCCCCCCCC)COc1cc([O-])c2C(=O)C=C(c3ccccc3)Oc2c1,3110.0
CHEMBL307248,O=C([O-])CCC(=O)Nc1ccc(C=C(C#N)C#N)cc1,640000.04
CHEMBL3263967,S(=O)([O-])(=Nc1cc(F)c(Oc2c3c(ncc2)cc(OCCCN2CC[NH+](C)CC2)c(OC)c3)cc1)c1ccc(-c2cscc2)cc1,1201.0
CHEMBL1077095,O=C(Nc1cc(N(O)[O-])ccc1)c1c(C)nc(NN)nc1-c1c(O)cc(O)cc1,47900.0
CHEMBL342792,S(=O)(=O)(/C(/C#N)=C/c1cc(OC)c(O)c(O)c1)/C(/C#N)=C/c1cc(OC)c([O-])c(O)c1,940.0
CHEMBL234772,Fc1cc(Cn2ncc3c2ccc(NC2=NC=Nn4c2c(C[NH+]2CCC(C(=O)[O-])CC2)cc4)c3)ccc1,220.0
CHEMBL355891,O=C(OC)CN1CC(n2c3ncnc(N)c3c(-c3cc(OC)ccc3)c2)CC1,830.0
CHEMBL319540,Nc1ncnc2n(c(C)c(C)c12)-c1ccccc1,2710.0
CHEMBL291979,S(Sc1n(C)c2c(c1C(=O)Nc1ccccc1)cc(C#N)cc2)c1n(C)c2c(c1C(=O)Nc1ccccc1)cc(C#N)cc2,54099.99
CHEMBL3917657,BrCC(=O)OCCN1C(=O)Oc2c1cc1c(Nc3ccc(C(C)(C)C)cc3)ncnc1c2,870.0
CHEMBL2070192,Brc1cc(Nc2ncnc3c2cc(NCc2cc4OCCOc4cc2)cc3)ccc1,1020.0
CHEMBL3263359,Cc1c(C)ccc(C2=NN(C=3SCC(c4ccccc4)[NH+]=3)C(c3c4c(ccc3)cccc4)C2)c1,3960.0
CHEMBL4099329,O(C)c1ccc(N(C)c2nc(N)[nH+]c3c(Cc4ccccc4)c[nH]c23)cc1,1.1
CHEMBL4067871,Clc1cc(-c2c(-c3cc4c(cncc4)cc3)cc(N[C@@H](CO)c3ccccc3)cn2)c(O)cc1,4.2
CHEMBL61119,S(Sc1n(C)c2c(c1C(=O)Nc1ccccc1)cc(OC(=O)C)cc2)c1n(C)c2c(c1C(=O)Nc1ccccc1)cc(OC(=O)C)cc2,5300.0
CHEMBL4093642,Brc1c(/C=C\2/C(N=O)C(=Cc3c(C)nc(C)c(C)n3)C[NH+](C(C)C)C/2)cc(OC)c(OC)c1,4900.0
CHEMBL3759257,OCc1ccc(-c2sc3ncnc(Nc4ccccc4)c3c2)cc1,21.0
CHEMBL213874,Clc1c(F)c(Nc2ncnc3c2cc(OCC2CC[NH+](C)CC2)c(OC)c3)ccc1,2.0
CHEMBL3894623,Clc1cc(NC(=O)Nc2ccc(Nc3ncnc4c3cc(OC)c(OCc3ccccc3)c4)cc2)ccc1,4649.0
CHEMBL1241679,N#Cc1cc(-c2nn(C(C)C)c3ncnc(N)c23)ccc1,100000.0
CHEMBL606964,Fc1ccc(Nc2nc3N([C@H]4C[C@H](O)CC4)C(=O)N(c4ccc(OC)cc4)Cc3cn2)cc1,545.0
CHEMBL225930,ClCCN(CCN=NNc1cc2c(Nc3cc(Cl)ccc3)ncnc2cc1)c1ccc(Cl)cc1,2200.0
CHEMBL589809,Clc1c(O)c(CN(C(=O)Nc2ccccc2)Cc2ccc(F)cc2)cc(Cl)c1,4150.0
CHEMBL3977192,S=C(NNc1nncc2c1cccc2)N,77.0
CHEMBL443906,N(c1ncnc2[nH]cnc12)c1cc(-c2sc3c(n2)cccc3)ccc1,1700.0
CHEMBL3235203,Fc1ccc(Oc2c(/C=N/NC(=O)Cn3c(C)ncc3[N+](=O)[O-])cc3c(n2)ccc(C)c3)cc1,420.0
CHEMBL523059,Clc1c(F)ccc(Nc2c(C#N)cnc3c(Cl)cc(NCc4nnn(C5CC[NH+](C(C)C)CC5)c4)cc23)c1,21999.99
CHEMBL111197,Clc1c(c(Cl)ccc1)C=1C(=O)N(C)c2nc(Nc3cc(OC)ccc3)ncc2C=1,30.0
CHEMBL2047029,O=C(NO)CCCCCCOc1cc(C(=O)Nc2cc(C#C)ccc2)c(O)cc1,900.0
CHEMBL327023,Brc1cc(Nc2c(C#N)cnc3c2cc(NC(=O)C#CCN2CCSCC2)cc3)ccc1,549.54
CHEMBL3671517,Brc1cc(F)c(Nc2ncnc3c2cc(NC(=O)C=C)c(OCCNC(=O)COC)c3)cc1,14.0
CHEMBL2347231,Clc1ccc(Nc2ncnc3c2cc(NC(=O)N)cc3)cc1,61.0
CHEMBL3608433,F[C@H]1[C@H](NC(=O)C=C)CN(c2nc(Nc3c(OC)nn(C4C[NH+](C)CC4)c3)c3ncn(C(C)C)c3n2)C1,142.0
CHEMBL202556,Clc1c(F)ccc(Nc2ncnc3c2cc(NC(=O)C#CCN2CCOCC2)nc3)c1,3.1
CHEMBL3237949,Clc1n(-c2ccc(Cl)cc2)nc(C)c1-c1c(C(=O)OCC)c(N)[n+](-c2cnccc2)c2c1[C-](O)CC(C)(C)C2,1030.0
CHEMBL285063,Brc1cc(Nc2ncnc3c2cc(NC(=O)C=C)cc3)ccc1,0.08
CHEMBL3948084,O=C(Nc1c(OC)cc2ncnc(Nc3cc4c(n(Cc5ccccc5)nc4)cc3)c2c1)CC,17.0
CHEMBL177053,Brc1cc(Nc2ncnc3c2cc2scnc2c3)ccc1,44.0
CHEMBL255866,O(/N=C/c1c(Nc2cc3c([nH]nc3)cc2)ncnc1N)C,306.0
CHEMBL485321,Brc1cc(Nc2nc(N)nc3[nH]c(CCc4ccc(OC)cc4)cc23)ccc1,2200.0
CHEMBL1172781,OC[C@@H](Nc1ncnc2oc(c(-c3ccccc3)c12)-c1ccccc1)c1ccccc1,223.0
CHEMBL1914672,Fc1ccc([C@H](Nc2ncnc3[nH]c(-c4ccc(F)cc4)cc23)C)cc1,27.0
CHEMBL566559,O=C(OCC1[NH2+]CCCC1)Nc1c(CC)c2c(Nc3cc4c(n(Cc5ccccc5)nc4)cc3)ncnc2[nH]1,45.0
CHEMBL3797839,O=C(Nc1ccc(C(=O)C)cc1)c1[nH]c2c(c1)cccc2,49999.98
CHEMBL296419,Fc1ccc(Cn2c(NC3CC[NH+](CCc4ccc(OC)cc4)CC3)[nH+]c3c2cccc3)cc1,6057.0
CHEMBL427298,Brc1cc(Nc2ncnc3c2c(Cl)c2ncn(CC[NH+](C)C)c2c3)ccc1,203.0
CHEMBL395591,Fc1cc(Cn2ncc3c2ccc(NC2=NC=Nn4c2c(COCC2COCC[NH2+]C2)cc4)c3)ccc1,210.0
CHEMBL3676352,Clc1c(OC)cc(Nc2ncnc3c2cc(NC(=O)C=C)c(OCCNC(=O)C)c3)c(Cl)c1,42.0
CHEMBL291359,S(Sc1n(C)c2c(OC(=O)C)cccc2c1C(=O)Nc1ccccc1)c1n(C)c2c(OC(=O)C)cccc2c1C(=O)Nc1ccccc1,9900.0
CHEMBL3758939,O=C(N)c1cc(-c2sc3ncnc(N[C@H](C)c4ccccc4)c3c2)ccc1,5.0
CHEMBL402452,Oc1c(N)c(Nc2ncnc3c2cncc3)ccc1,70.79
CHEMBL204715,Brc1cc(Nc2ncnc3Oc4c(ccc(OC)c4)CNc23)ccc1,1900.0
CHEMBL3959248,O=C(Nc1c(OCCOC)cc2ncnc(Nc3cc4c(n(Cc5ccccc5)nc4)cc3)c2c1)/C=C/C[NH+](C)C,5.0
CHEMBL3805409,Clc1cc(C2N(c3ccccc3)N=C(c3cc4OCCOc4cc3)C2)ccc1,81199.98
CHEMBL332938,O(C)c1cc2c(NCc3ccccc3)ncnc2cc1,200.0
CHEMBL193160,Ic1cc(Nc2ncnc3c2cc(NC(=O)CCl)cc3)ccc1,0.12
CHEMBL2425092,Clc1c(F)ccc(Nc2ncnc3c2cc(OCCC[NH+]2CC4(C2)COC4)c(OC)c3)c1,56.0
CHEMBL1945649,Clc1c(C(=O)NS(=O)(=O)c2ccc(Cl)cc2)ccc(C)n1,1190.0
CHEMBL4078431,Brc1cc(Nc2ncnc3c2cc(OCCCOP(=O)(N(CCCl)CCCl)N)c(OC)c3)ccc1,0.3
CHEMBL1171792,BrC=1c2c(C#N)cc(C(=O)C3CC3)n2C(C)=CC=1,85.0
CHEMBL319244,O=C(OCCc1ccccc1)CC=C1C=C([O-])C(=O)C=C1,1005.0
CHEMBL2437475,O(C)c1ccc(N2C(=O)C=Nc3c2nc(Nc2ccc(N)cc2)nc3)cc1,25824.99
CHEMBL3676339,Fc1c(F)c(Nc2ncnc3c2cc(NC(=O)C=C)c(OCCNC(=O)C)c3)ccc1F,14.0
CHEMBL2262408,Brc1cc(Nc2c(C#N)cnc3c2cc(NC(=O)C#CCNC(C)C)cc3)ccc1,250034.54
CHEMBL3676343,Brc1cc(F)c(N=C2NC=Nc3c2cc(NC(=O)C=C)c(OCCNC(=O)C[NH+](C)C)c3)c(F)c1,175.0
CHEMBL3353395,Clc1c(-c2c3n(nc2)C=CC=C3)nc(Nc2c(OC)cc(N3CCN(C(=O)C[NH+](C)C)CC3)c(NC(=O)C=C)c2)nc1,10000000.0
CHEMBL333231,Clc1cc(Nc2ncnc3[nH]nc(NCc4cc(Cl)ccc4)c23)ccc1,26.0
CHEMBL3814846,Clc1c(OCc2cc(F)ccc2)ccc(Nc2ncnc3c2cc(NC(=O)C)cc3)c1,3.96
CHEMBL3741304,O=C(OCCOc1c(OCCOC)cc2c(Nc3cc(C#C)ccc3)ncnc2c1)c1ccc(C(=O)Nc2cc3C(C)(C)CCC(C)(C)c3cc2)cc1,32.0
CHEMBL201307,Fc1cc(NC(=O)Cc2sc(Nc3ncnc4c3cc(OC)c(OCCC[NH+]3CCC(CO)CC3)c4)nc2)ccc1,800.0
CHEMBL118205,S(Cc1c([O-])c(OC)cc(/C=C(\C#N)/C(=O)N)c1)c1oc2c(n1)cccc2,5248.07
CHEMBL2029691,S(C[C@@H](O)CO)c1cc([N+](=O)[O-])cc(NC(=O)Cc2ccc(F)cc2)c1,48600.01
CHEMBL3344217,Clc1c(OCc2cc(F)ccc2)ccc(Nc2ncnc3c2cc(-c2oc([C@H](NOC(=O)CC)CS(=O)(=O)C)cc2)cc3)c1,89.6
CHEMBL271410,N(CCC[NH+]1CCOCC1)c1c(Nc2ncnc3c2cncc3)cccc1C,9.33
CHEMBL3263366,O=C1N=C(N2C(c3c4c(ccc3)cccc4)CC(c3cc(C)c(C)cc3)=N2)SC1,1320.0
CHEMBL3040806,N(c1ncnc2c1cc1OCCOc1c2)c1cc(-c2ccccc2)ccc1,42.0
CHEMBL1241947,O=Cc1c(C)cc(-c2nn(C(C)C)c3ncnc(N)c23)s1,9900.0
CHEMBL358092,O=C(OC)c1ccc(-c2c(O)cc(-c3ccccc3)cc2)cc1,14000.01
CHEMBL175409,O=C(NCCO)Cc1ccc(-n2c3ncnc(N)c3c(-c3cc(OC)ccc3)c2)cc1,800.0
CHEMBL516022,O=C(NC1=NCc2ncnc(Nc3cc(C)ccc3)c12)C=C,0.48
CHEMBL1241861,Fc1c(C=O)c(F)cc(-c2nn(C(C)C)c3ncnc(N)c23)c1,10000.0
CHEMBL1230790,Oc1cc(-c2nn(C(C)C)c3ncnc(N)c23)ccc1,954.0
CHEMBL490687,Clc1c(F)ccc(Nc2c3c([nH+]cc2)cc(CC)c(NC(=O)/C=C/C)c3)c1,7500.0
CHEMBL474141,Brc1c(F)ccc(Nc2ncnc3c2C(NC(=O)C=C)=NC3)c1,0.72
CHEMBL543904,O(C)c1c(OC)cc(Nc2ncnc3c2cc(OC)c(OC)c3)cc1OC,500.0
CHEMBL322066,O(C)c1c(OC)cc(Nc2nc(-c3cnc(N4CC[NH2+]CC4)cc3)ccn2)cc1OC,1704.0
CHEMBL1242200,Brc1cc(OC)cc(-c2nn(C(C)C)c3ncnc(N)c23)c1,11000.0
CHEMBL3671583,Brc1cc(C(F)(F)F)c(Nc2ncnc3c2cc(NC(=O)C=C)c(OCCNC(=O)C)c3)cc1,456.0
CHEMBL328106,Brc1ccc(Nc2ncnc3c2cc(OC)c(OC)c3)cc1,0.07
CHEMBL441518,Brc1cc(Nc2c(C#N)cnc3ncc(NC(=O)/C=C/C[NH+](C)C)cc23)ccc1,2043.6
CHEMBL3604940,Brc1cc2c(Nc3nc(Oc4cc(NC(=O)C=C)ccc4)nc(N4CC[NH+](C)CC4)c3)n[nH]c2cc1,2900.0
CHEMBL3676342,Clc1c(Cl)cc(Nc2ncnc3c2cc(NC(=O)C=C)c(OCCNC(=O)C)c3)c(Cl)c1,876.0
CHEMBL592466,Clc1c(O)c(CN(C(=S)Nc2ccccc2)Cc2ccc(O)cc2)ccc1,80.0
CHEMBL76599,O=C(NC(C)(C)C)Nc1c(-c2ccccc2)cc2c(n1)nc(N)nc2,5530.0
