chembl_id,smiles,IC50[nM]
CHEMBL4103893,Fc1c(N2C(=O)N([C@@H]3CN(C(=O)CC)CC3)c3nc(Nc4cc(C)c(N5C[C@H](C)[NH+](C)[C@H](C)C5)cc4)ncc3C2)cc(OC)cc1,888.2
CHEMBL2437462,O=C(Nc1cc(N2C(=O)C=Nc3c2nc(Nc2ccc(N4CC[NH+](C)CC4)cc2)nc3)ccc1)C=C,1.21
CHEMBL3678956,Fc1cc(NC(=O)c2ccc(Nc3n(C(C)C)c4nc(Nc5ccc(N6CC[NH+](C)CC6)cc5)ncc4n3)cc2)ccc1,10.0
CHEMBL274732,O(CC[NH+](CCN1CCC(n2c3ncnc(N)c3c(-c3cc(OC)ccc3)c2)CC1)C)C,930.0
CHEMBL122182,Clc1cc(Nc2ncnc3[nH]nc(Nc4ccc(O)cc4)c23)ccc1,8.0
CHEMBL3910915,Brc1c(C)cc(Nc2ncnc3c2cc(OC2CCN(C(=O)C=C)CC2)c(OC)c3)cc1,7.6
CHEMBL101683,Clc1ccc(NC(=O)c2c(NCc3ccncc3)cccc2)cc1,7300.0
CHEMBL540082,Brc1cc(Nc2ncnc3c2sc2c([N+](=O)[O-])cccc32)ccc1,158.0
CHEMBL419047,S(Cc1c([O-])c(OC)cc(/C=C(\C#N)/C(=O)N)c1)c1ccc(O)cc1,2500.0
CHEMBL1242289,O(CC)c1c(O)cc(-c2nn(C3CCCC3)c3ncnc(N)c23)cc1,768.0
CHEMBL30432,N(C)(C)c1ncc2ncnc(Nc3cc4c(n(Cc5ccccc5)nc4)cc3)c2c1,1.0
CHEMBL3234757,FC(F)(F)c1c(CN2CC[NH+](C)CC2)ccc(NC(=O)c2cc(NC(=O)c3cnc4[nH]ccc4c3)c(C(C)C)cc2)c1,160.0
CHEMBL210502,ClCCN(N=O)C(=O)Nc1cc2c(Nc3cc(C)ccc3)ncnc2cc1,1061.0
CHEMBL541586,Fc1cc(Nc2ncnc3c2cc(OC)c(OC)c3)ccc1,25.0
CHEMBL3805849,Clc1c(Cl)ccc(C2N(c3ccccc3)N=C(c3cc4OCCOc4cc3)C2)c1,191999.94
CHEMBL338155,O(C)[C@H]1[C@@H]([NH2+]C)C[C@@H]2O[C@@]1(C)n1c3c4n2c2c(c4c4[C@H](O)NC(=O)c4c3c3c1cccc3)cccc2,260.0
CHEMBL193544,Clc1c(OCc2ncccc2)ccc(Nc2ncnc3c2c(OC2CC[NH+](C)CC2)ccc3)c1,140.0
CHEMBL1242567,Fc1c(O)cc(-c2nn(C3CNC3)c3ncnc(N)c23)cc1,2900.0
CHEMBL1242749,Fc1c(O)cc(-c2nn([C@H]3COCC3)c3ncnc(N)c23)cc1,2600.0
CHEMBL3950630,S(=O)(=O)(N=C1N=C(C)C=C(C)N1)c1ccc(Nc2nncc3c2cccc3)cc1,6.7
CHEMBL380669,Clc1c(F)ccc(Nc2ncnc3c2cc(NC(=O)C#CCN(C(C)C)C(C)C)cc3)c1,4.2
CHEMBL31588,Brc1cc(Nc2ncnc3c2cc(NC(=O)C=C)c(OCCCC[NH+](C)C)c3)ccc1,3.9
CHEMBL3676394,Brc1cc(F)c(Nc2ncnc3c2cc(NC(=O)C=C)c(OCC(NC(=O)C[NH+](C)C)C(C)C)c3)cc1,149.0
CHEMBL1241945,Fc1c(O)ccc(-c2nn(C(C)C)c3ncnc(N)c23)c1,1040.0
CHEMBL1958217,O(C)c1ccc(C2N(C=3SCC(=O)N=3)N=C(c3ccc(C)cc3)C2)cc1,4240.0
CHEMBL253969,Brc1cc(F)c(COc2c(C(=O)N)c(NC(=O)NCCCC[NH+]3CCCC3)sn2)c(F)c1,5853.4
CHEMBL327307,Brc1c(Br)ccc(Nc2ncnc3c2cc(OC)c(OC)c3)c1,0.07
CHEMBL567873,O=C(OC[C@H]1NCCOC1)Nc1c(CC)c2c(Nc3cc4c(n(Cc5ccccc5)nc4)cc3)ncnc2[nH]1,33.0
CHEMBL1241583,N#CCc1cc(-c2nn(C(C)C)c3ncnc(N)c23)ccc1,16999.99
CHEMBL424375,O(C)c1cc(-c2c3c(N)ncnc3n(-c3ccc(C[NH2+]CCO)cc3)c2)ccc1,300.0
CHEMBL346553,S(Sc1n(C)c2c(c1C(=O)c1ccc(C(=O)OC)cc1)cccc2)c1n(C)c2c(c1C(=O)c1ccc(C(=O)OC)cc1)cccc2,6100.0
CHEMBL3957801,Clc1c(F)ccc(Nc2ncnc3c2cc(NC(=O)CC)c(OCCC[NH+]2CCOCC2)c3)c1,9.0
CHEMBL3938358,Clc1c(Nc2cc(NC(=O)C=C)ccc2)nc(Nc2c(OC)cc(OC)cc2)nc1,5.5
CHEMBL592480,Clc1cc(C=NN=C2SCC(=O)N2)c(O)cc1,560.0
CHEMBL2018762,O=C(OCC)Nc1c(C)ccc(Nc2ncnc3c2cc(OC)c(OC)c3)c1,5000.0
CHEMBL472545,Clc1c(OCc2ccccc2)ccc(Nc2c(c(N)ncn2)-c2oc(CCN3CCOCC3)nn2)c1,30.0
CHEMBL3622674,O=C(Nc1c(OC)cc2ncnc(Nc3cc(C#C)ccc3)c2c1)/C=C/C[NH+](C)C1CC1,3.3
CHEMBL2325100,Cc1ccc(C2=NN(c3ccccc3)C(c3cc4c(cc3)cccc4)C2)cc1,60.0
CHEMBL403357,O(/N=C/c1c(Nc2cc3c(n(Cc4cc(OC)ccc4)nc3)cc2)ncnc1N)C,267.0
CHEMBL3828079,N(c1ncnc2c1cc(-c1cn(C)nc1)cc2)c1cc2c(nccc2)cc1,44.1
CHEMBL131577,Clc1c(NC(=O)c2sc(NC(=O)C3CC3)nc2)c(C)ccc1,10000.0
CHEMBL2029441,O=C(Nc1cc(N2C(=O)N(c3ccc(OCc4ccccc4)cc3)Cc3c2nc(Nc2c(OC)cc(N4CC[NH+](C)CC4)cc2)nc3)ccc1)C=C,1.67
CHEMBL2325092,O(C)c1ccc(C2=NN(c3ccccc3)C(c3c4c(ccc3)cccc4)C2)cc1,100.0
CHEMBL114593,Brc1cc(Nc2c(C#N)cnc3c2cc(NC(=O)C#CCOC)cc3)ccc1,954.99
CHEMBL3436357,Clc1c(OCc2cc(F)ccc2)ccc(Nc2ncnc3c2cc(-c2oc(CN4CCN(C(=O)OCC)CC4)cc2)cc3)c1,28.0
CHEMBL483108,Brc1c(F)ccc(Nc2nc(N)nc3[nH]c(CCc4ccccc4)cc23)c1,22800.01
CHEMBL3972605,O=C(Nc1c(OC)cc2ncnc(Nc3ccc(C(O)c4ccccc4)cc3)c2c1)CC,343.0
CHEMBL3775664,Clc1c(F)ccc(Nc2ncnc3c2cc2N(CCC[NH+]4CCOCC4)C(=O)COc2c3)c1,53.1
CHEMBL4065970,Clc1c(N2C(=O)N([C@@H]3CN(C(=O)CCC)CC3)c3nc(Nc4cc(C)c(N5CC[NH+](C)CC5)cc4)ncc3C2)cccc1,28.9
CHEMBL1929556,Clc1cc(F)c(Nc2nc(N)nc3[nH]c(Cc4c(OC)ccc(OC)c4)cc23)cc1,112700.02
CHEMBL201840,O=C(OC)c1c(OC)c2c(c3oc4C(=O)c5c(C(=O)c4c13)cccc5)cccc2,12600.0
CHEMBL926,Oc1c(O)ccc(CC[NH2+]C(CCc2ccc(O)cc2)C)c1,5551.0
CHEMBL1812564,Brc1ccc(/C=C/C(=O)Nc2cc3c(Nc4cc(Cl)ccc4)ncnc3cc2)cc1,3490.0
CHEMBL1242756,Nc1ncnc2n(C)nc(-c3cc4c(nccc4)cc3)c12,34000.0
CHEMBL2316140,O(C)c1cc(OC)cc(/C=C\2/C(=O)/C(=C/c3ccccc3)/CCC/2)c1,1600.0
CHEMBL2047241,Fc1ccc(Nc2nc(N)nc3c2-c2c(cccc2)C3)cc1,276100.06
CHEMBL3975598,O=C(OC)CNC(=O)c1ccc(Nc2ncnc3c2cc(OC)c(OCCCN2CC[NH+](C)CC2)c3)cc1,611.0
CHEMBL3098321,Clc1nc(Nc2ccc(S(=O)(=O)NC)cc2)c2c(n1)cc(OC)c(OC)c2,1630.0
CHEMBL3804868,Clc1c(C)ccc(Nc2ncnc3c2c2OCCOc2c(OCC)c3)c1,6.7
CHEMBL1242024,Oc1cc(C)c(-c2nn(C(C)C)c3ncnc(N)c23)cc1,954.0
CHEMBL538814,FC(F)(F)c1cc(Nc2ncnc3c2sc2c3cc([N+](=O)[O-])cc2)ccc1,460.0
CHEMBL3746421,FC(F)(F)c1ccc(C2=NN(C(=O)C)C(c3ccc(C(=O)OC(Cn4c(C)ncc4[N+](=O)[O-])C)cc3)C2)cc1,6670.0
CHEMBL1093099,S(c1c2c3c(N)nc(N)nc3[nH]c2ccc1)c1ccccc1,15070.01
CHEMBL490498,Clc1c(F)ccc(Cc2ncnc3c2nc(NC(=O)C=C)c(OCCOC)c3)c1,0.98
CHEMBL3416447,O(C)c1c(-c2sc3ncnc(N[C@H](C)c4ccccc4)c3c2)cccc1,9.0
CHEMBL3221551,O=C(OCCCC)Nc1ccc(Nc2ncnc3c2cc(OC)c(OC)c3)cc1,800.0
CHEMBL1928315,Clc1c(F)ccc(Nc2ncnc3sc(C(=O)c4sc5c(c4)cccc5)cc23)c1,10.8
CHEMBL204268,Clc1c(F)ccc(Nc2ncnc3c2c(OC2COCC2)cc(OC)c3)c1,187.0
CHEMBL57251,O=C(Nc1c(OC)cc(OC)cc1)/C(/C#N)=C/c1cc(O)c([O-])cc1,1700.0
CHEMBL410253,N(CCCN1CC[NH+](C)CC1)c1c(Nc2ncnc3c2cncc3)cccc1C,5.62
CHEMBL3655350,Clc1cc(O)cc(Nc2ncnc3sc4c(c23)CCN(C(=O)/C=C/CC(C(C)C)C)C4)c1,1.0
CHEMBL2031301,Brc1cc(Nc2ncnc3c2cc(N(C(=O)CC[NH+](C)C)C)cc3)ccc1,17.4
CHEMBL153409,Brc1cc(Nc2ncnc3c2sc2ncccc32)ccc1,732.0
CHEMBL2029698,N(N=Cc1c(-c2ccccc2)[nH]nc1)=C([C@@H](Cc1ccccc1)C)C,26599.99
CHEMBL552634,S(=O)(=O)(Oc1ccc(C(=O)C(C[NH+](C)C)=C)cc1)c1ccc(C(=O)N(C)C)cc1,700.0
CHEMBL598163,Clc1c(F)ccc(Nc2ncnc3c2cc(OCCCCCC(=O)NO)c(OC)c3)c1,3.4
CHEMBL1242290,O(C)c1c(OC)ccc(-c2nn(C(C)C)c3ncnc(N)c23)c1,3020.0
CHEMBL92812,Brc1cc(Nc2ncnc3c2ccc(NC)c3)ccc1,4.0
CHEMBL590962,Brc1c(O)c(CN(C(=O)Nc2ccccc2)CCCC)ccc1,36880.02
CHEMBL3671571,Brc1cc(F)c(Nc2ncnc3c2cc(NC(=O)C=C)c(OCCNC(=O)CN2CC[NH+](C)CC2)c3)cc1,12.0
CHEMBL377277,Clc1c(F)ccc(Nc2ncnc3c2c(OC(C)C)cc(OC)c3)c1,8068.0
CHEMBL204570,Clc1c(OCc2cc(F)ccc2)ccc(Nc2c(C#Cc3nc(CO)ccc3)cncn2)c1,40.0
CHEMBL2381504,Clc1c(Oc2cc(NC(=O)C=C)ccc2)nc(Nc2c(OC)cc(N3CCN(CC(=O)N4CCC(Oc5c(S(=O)(=O)c6ccccc6)[n+]([O-])on5)CC4)CC3)cc2)nc1,42.0
CHEMBL3671582,Clc1c(Nc2ncnc3c2cc(NC(=O)C=C)c(OCCNC(=O)C)c3)ccc(Cl)c1,49.0
CHEMBL3233768,Clc1c(F)ccc(Nc2ncnc3sc(NC(=O)/C(=C/C)/C)cc23)c1,6414.0
CHEMBL3676357,Clc1c(Cl)cc(Nc2ncnc3c2cc(NC(=O)C=C)c(OCCNCC(=O)C)c3)c(F)c1,4.0
CHEMBL60472,S(Sc1n(C)c2c(c1C(=O)Nc1ccccc1)ccc(OC)c2)c1n(C)c2c(c1C(=O)Nc1ccccc1)ccc(OC)c2,3600.0
CHEMBL62701,S(Sc1n(C)c2ncccc2c1C(=O)Nc1ccccc1)c1n(C)c2ncccc2c1C(=O)Nc1ccccc1,22299.99
CHEMBL250315,O(C)c1c(OC)cc2ncnc(C#Cc3ccccc3)c2c1,5600.0
CHEMBL4098409,O(C)c1cc2c(N(c3nc(C)[nH+]c4c(Cc5ccccc5)c[nH]c34)CC2)cc1,167.1
CHEMBL137635,N(=NCc1ncccc1)Nc1cc2c(N(C)c3ccccc3)ncnc2cc1,9300.0
CHEMBL383760,Clc1c(F)c(Nc2ncnc3c2cc(CN2[C@@H](C(=O)NC)CCC2)c(OC)c3)ccc1,50.0
CHEMBL2152704,O=C1N(c2c(C)ccc(O)c2)c2ncnc(N)c2C2=C1CCCC2,1620.0
CHEMBL93544,Brc1cc(Nc2ncnc3c2cc([N+](=O)[O-])c(N(C)C)c3)ccc1,2000.0
CHEMBL1242758,Nc1ncnc2n(C3CCCC3)nc(-c3c4c([nH]cc4)ccc3)c12,1400.0
CHEMBL3133821,Oc1cc(Nc2c3c([nH]c4c3cccc4)ncc2)ccc1,270.0
CHEMBL337027,O=C([O-])CCC(=O)N(C)[C@@H]1[C@H](OC)[C@@]2(C)O[C@H](n3c4c5n2c2c(c5c5c(C(=O)NC5)c4c4c3cccc4)cccc2)C1,160.0
CHEMBL3740003,O=C(NC=1C(=O)OC(c2c(c(-c3ccccc3)[nH]c2C)-c2ccccc2)=CC=1)c1ccccc1,2890.0
CHEMBL3325475,O=C(OC)C1=C(N)N(c2cnccc2)C2=C(C(=O)CCC2)C1C=1c2n(nnn2)-c2c(cc(OC)cc2)C=1,1300.0
CHEMBL233325,Fc1cc(Cn2ncc3c2ccc(NC2=NC=Nn4c2c(CN2C[C@@H](O)C[NH2+]CC2)cc4)c3)ccc1,26.0
CHEMBL1242573,Fc1c2c([nH]nc2)cc(-c2nn(C(C)C)c3ncnc(N)c23)c1,1200.0
CHEMBL3763360,Clc1c(F)ccc(Nc2ncnc3c2cc(NC(=O)/C=C/c2ccc(OC)cc2)c(O[C@@H]2COCC2)c3)c1,9.1
CHEMBL3765815,O=C(NC12CC3CC(C1)CC(C2)C3)c1ccc(Nc2ncnc3c2cc(OCCOC)c(OCCOC)c3)cc1,9.61
CHEMBL479800,Clc1c(OCc2cc(F)ccc2)ccc(Nc2ncnc3c2sc(-c2occc2)c3)c1,10.0
CHEMBL3671523,Brc1cc(F)c(Nc2ncnc3c2cc(NC(=O)C=C)c(OCCNC(=O)/C=C/C)c3)cc1,19.0
CHEMBL3973028,O=C(Nc1c(OC)cc2ncnc(N[C@H](C)c3ccccc3)c2c1)CC,86.0
CHEMBL1945448,Brc1cc(C(=O)NS(=O)(=O)c2ccc(Cl)cc2)cnc1,90.0
CHEMBL3963620,Clc1c(Cl)ccc(Nc2ncnc3c2cc(OC)c(OCc2nc(-c4ccc(Cl)cc4)sc2)c3)c1,50.0
CHEMBL3905242,Clc1ccc(NC(=O)Nc2ccc(Nc3ncnc4c3cc(OC)c(OCCCN3CC[NH+](C)CC3)c4)cc2)cc1,235.0
CHEMBL3628791,Clc1c(F)ccc(Nc2ncnc3sccc23)c1,2980.0
CHEMBL1641997,Brc1cc(Nc2ncc(C#N)c3c2cc(NC(=O)c2cocc2)cc3)ccc1,45200.01
CHEMBL1830258,Clc1c(/C=C/C(=N/NC(=S)N)/c2ccccc2)cccc1,23270.01
CHEMBL3647419,Clc1c(OCc2ncccc2)ccc(Nc2c(C#N)cnc3c2cc(NC(=O)/C=C/[C@H]2[NH+](C)C[C@H](O)C2)c(OCC)c3)c1,36.0
CHEMBL2425094,Clc1c(F)ccc(Nc2ncnc3c2cc(OCCC[NH+]2CC4(C2)CSC4)c(OC)c3)c1,48.0
CHEMBL3085379,O(C)c1c(OC)cc2ncnc(C#C[C@]([NH+](CC)CC)(Cc3ccncc3)C)c2c1,200.0
CHEMBL76082,O=[N+]([O-])c1c(C=C(C#N)C#N)cc2OCOc2c1,559999.97
CHEMBL1914663,Fc1c(CNc2ncnc3[nH]c(-c4ccc(O)cc4)cc23)cccc1,45.0
CHEMBL347659,S(Sc1n(C)c2c(c1C(=O)NCc1ccc(C(=O)OC)cc1)cccc2)c1n(C)c2c(c1C(=O)NCc1ccc(C(=O)OC)cc1)cccc2,13000.01
CHEMBL1910273,S(=O)(=O)(N)c1ccc(Nc2[nH+]c3ncnc(N)c3c3c2c(N)sc3)cc1,29499.99
CHEMBL1202473,Fc1c(Nc2ncnc3c2cc(OC)c(OCC2CC[NH+](C)CC2)c3)cc(O)c(C)c1,300.0
CHEMBL3759085,O=C(N)c1c(-c2sc3ncnc(N[C@H](C)c4ccccc4)c3c2)cccc1,276.0
CHEMBL4090323,Fc1ccc(-c2oc(Cc3[nH]c4c(n3)cccc4)nn2)cc1,100000.0
CHEMBL256362,O=C(N(C)C)[C@H](Oc1c2c(Nc3cc(C)c(Oc4cnc(C)cc4)cc3)ncnc2ccc1)C,1100.0
CHEMBL3775112,Brc1cc(Nc2ncnc3c2cc2N(CCC[NH+]4CCCCC4)C(=O)COc2c3)ccc1,99.0
CHEMBL609321,Clc1cc(NC=2N=CNC=3C=2C=C(OCC=C=C)C(=O)C=3)ccc1,16.9
CHEMBL3805280,Fc1c(C#N)cc(Nc2ncnc3c2c2OCCOc2c(OCCOC)c3)cc1,387.8
CHEMBL2347973,O=C(OC)[C@@H](Nc1ncnc2oc(c(-c3ccccc3)c12)-c1ccccc1)c1ccccc1,7893.0
CHEMBL1204199,Brc1cc(Nc2ncnc3c2cc(OCC)c(OCC)c3)ccc1,0.41
CHEMBL293064,Clc1c(F)ccc(Nc2ncnc3c2cc(OCC[NH+](CC)CC)c(OC)c3)c1,93.0
CHEMBL2442319,O(C)c1c2C(=O)N(c3cc(C#C)ccc3)C=Cc2cc(OC)c1,3510.0
CHEMBL3622625,O=C(Nc1c(O[C@@H]2COCC2)cc2ncnc(Nc3cc(C#C)ccc3)c2c1)C=C,32.2
CHEMBL3297899,O(C)c1ccc(N(CC)c2nc(C)nc3oc(C)cc23)cc1,70.7
CHEMBL1683973,Clc1c(OCc2cc(F)ccc2)ccc(Nc2c(C#CCCC[NH+]3CCCC3)c(C)ncn2)c1,11.0
CHEMBL337026,O(C)[C@H]1[C@@H]([NH2+]C)C[C@@H]2O[C@@]1(C)n1c3c4n2c2c(c4c4C(=O)NC(=O)c4c3c3c1cccc3)cccc2,200.0
CHEMBL1928950,Clc1c(OCc2cc(F)ccc2)ccc(Nc2ncnc(Oc3cc(NC(=O)CC#N)ccc3)c2)c1,48.0
CHEMBL358746,O=C(NCCCCNC(=O)/C(/C#N)=C/c1cc(O)c([O-])c(O)c1)/C(/C#N)=C/c1cc(O)c([O-])c(O)c1,600.0
CHEMBL247100,N(c1cc2c([nH]nc2)cc1)C1=NC=Nn2c1c(C)cc2,210.0
CHEMBL194337,O(Cc1ncccc1)c1ccc(Nc2ncnc3c2c(OC2CC[NH+](C)CC2)ccc3)cc1,2100.0
CHEMBL2031307,Clc1c(F)ccc(Nc2c(C#N)cnc3c2cc(NC(=O)CC[NH+](C)C)c(OCC)c3)c1,0.68
CHEMBL3932176,O=C(Nc1c(OCC)cc2ncnc(Nc3cc4c(n(Cc5ccccc5)nc4)cc3)c2c1)/C=C/C[NH+](C)C,2.0
CHEMBL606413,Clc1cc(Nc2ncnc3c2cc(NN=NCCNS(=O)(=O)c2c4c(c(N(C)C)ccc4)ccc2)cc3)ccc1,1400.0
CHEMBL131193,O(C)[C@H]1[C@@H](N(Cc2ccccc2)C)C[C@@H]2O[C@@]1(C)n1c3c4n2c2c(c4c4C(=O)NCc4c3c3c1cccc3)cccc2,910.0
CHEMBL66570,Clc1c(F)ccc(Nc2ncnc3NC(=O)/C(=C\c4c(C)cc(C(=O)N5CC[NH+](CC)CC5)[nH]4)/c23)c1,13.0
CHEMBL592713,Clc1cc(Nc2ncnc3c2cc(OCCCC#C)c(OC)c3)ccc1,17.7
CHEMBL3676391,Brc1cc(F)c(Nc2ncnc3c2cc(NC(=O)C=C)c(OCCOCCOC(=O)CC(=O)OCC)c3)cc1,246.0
CHEMBL1683957,Clc1c(OCc2cc(F)ccc2)ccc(Nc2c(C)c(-c3ccccc3)ncn2)c1,20000.01
CHEMBL154080,S(Sc1c(CCC(=O)NCc2ccc(C(=O)OC)cc2)c2c([nH]1)cccc2)c1c(CCC(=O)NCc2ccc(C(=O)OC)cc2)c2c([nH]1)cccc2,43999.99
CHEMBL3671567,Brc1cc(F)c(Nc2ncnc3c2cc(NC(=O)C=C)c(OCCNC(=O)C2[NH2+]CCC2)c3)cc1,1954.0
CHEMBL3759478,OC[C@@H](Nc1ncnc2sc(-c3ccccc3)cc12)c1ccccc1,9.0
CHEMBL1241579,Clc1c(O)cc(-c2nn([C@@H](C[NH3+])C)c3ncnc(N)c23)cc1,4800.0
CHEMBL155607,S=C1C(CCC(=O)N)c2c(N1)cccc2,21999.99
CHEMBL489897,Clc1c(F)ccc(Cc2ncnc3c2nc(NC(=O)C=C)c(OCCC[NH+]2CCOCC2)c3)c1,1.51
CHEMBL1945645,Clc1ncc(C(=O)NS(=O)(=O)c2ccc(Cl)cc2)cc1,18150.01
CHEMBL3633933,Clc1c(OCc2ncccc2)ccc(Nc2ncnc3c2cc(NC(=O)NCC)cc3)c1,227.0
CHEMBL3393072,Brc1c(NC(=S)NNC(=O)Cc2c3c([nH]c2)cccc3)nccc1,8490.0
CHEMBL207235,Clc1c(F)c(Nc2ncnc3c2cc(CN2[C@@H](C(=O)N)C[C@@H](OC)C2)c(OC)c3)ccc1,10.0
CHEMBL272258,N(c1ncnc2c1cncc2)c1c(N)cccc1,251.19
CHEMBL1944928,O(C)c1cc2N(C)C(=O)C=3C(=O)CC(=O)OC=3c2cc1,76400.01
CHEMBL69966,O=C(NCCN1CCOCC1)c1[nH]c(/C=C/2\C(=O)Nc3ncnc(Nc4cc(C#C)ccc4)c\23)c(C)c1,18.0
CHEMBL165731,N(CCN1CCOCC1)c1ncc2ncnc(Nc3cc(C)ccc3)c2c1,1.5
CHEMBL592216,Clc1c(F)ccc(Nc2ncnc3c2cc(OCCCC#C)c(OC)c3)c1,2.53
CHEMBL154822,S(Sc1c(CCC(=O)NCc2cc([O-])c(C(=O)OC)cc2)c2c([nH]1)cccc2)c1c(CCC(=O)NCc2cc([O-])c(C(=O)OC)cc2)c2c([nH]1)cccc2,100000.0
CHEMBL257411,O=C([C@H](Oc1c2c(Nc3cc4c(n(Cc5sccn5)nc4)cc3)ncnc2ccc1)C)N1CCOCC1,366.0
CHEMBL542755,Brc1cc(Nc2ncnc3c2sc2c3c(OC)ccc2)ccc1,20.0
CHEMBL78206,S(=O)(=O)(Oc1ccc(/C=C/[N+](=O)[O-])cc1)c1ccc(C(=O)NC(C)(C)C)cc1,1300.0
CHEMBL85021,O=C1C(=Cc2cc(C(C)C)c(O)c(C(C)C)c2)c2c(N1)cccc2,400.0
CHEMBL3902295,ClCC(=O)OCCN1C(=O)Oc2c1cc1c(Nc3cc(F)c(F)cc3)ncnc1c2,4700.0
CHEMBL332906,Clc1cc(Nc2ncnc3[nH]nc(-c4ccc(N)cc4)c23)ccc1,2.0
CHEMBL3263961,S(=O)([O-])(=Nc1cc(F)c(Oc2c3c(ncc2)cc(OCCC[NH+]2CCOCC2)c(OC)c3)cc1)c1cc(-c2cn(C)nc2)ccc1,1370.0
CHEMBL214798,Clc1c(F)c(Nc2ncnc3c2cc(OC2CC[NH+](C)CC2)c(OC)c3)ccc1,2.0
CHEMBL1812569,Clc1cc(Nc2ncnc3c2cc(NC(=O)/C=C/c2c4c(ccc2)cccc4)cc3)ccc1,2810.0
CHEMBL248045,O(C)c1cc2ncc(C#N)c(N[C@H]3[C@H](c4ccccc4)C3)c2cc1,2580.0
CHEMBL3759780,Fc1cc(OC)c(-c2sc3ncnc(N[C@H](C)c4ccccc4)c3c2)cc1,6.0
CHEMBL460894,Brc1cc(Nc2ncnc3c2cc(C(C(=O)/C=C/C(=O)NCCC[NH+](C)C)C)nc3)ccc1,1.45
CHEMBL3633930,Clc1c(Oc2cc(C(F)(F)F)ccc2)ccc(Nc2ncnc3c2cc(NC(=O)NCC)cc3)c1,29.0
CHEMBL243837,Clc1cc(COC=2C(=O)C=C(Nc3ncnc4c3cc(NC(=O)/C=C/C[NH+](C)C)c(OCC)c4)C(=O)C=2)ccc1,12.2
CHEMBL270695,Brc1c(NCC(O)CO)c(Nc2ncnc3c2cncc3)ccc1,0.93
CHEMBL3805775,Clc1c(F)ccc(Nc2ncnc3c2c2OCCOc2c(OC(COC)C)c3)c1,247.2
CHEMBL76432,N(c1ncnc2c1sc(-c1ccccc1)c2)c1cc2c([nH]cc2)cc1,3.0
CHEMBL1744086,Clc1c(F)ccc(Nc2ncnc3c2cc(OC[C@@H](O)CN2CCOCC2)c(OC)c3)c1,95.0
CHEMBL1812560,Brc1cc(Nc2ncnc3c2cc(NC(=O)/C=C/c2c([N+](=O)[O-])cccc2)cc3)ccc1,1020.0
CHEMBL3671559,Brc1cc(F)c(Nc2ncnc3c2cc(NC(=O)C=C)c(OC2CN(C(=O)C)CCC2)c3)cc1,128.0
CHEMBL383121,O(C)c1cc2c(Oc3ncnc(Nc4ccccc4)c3NC2)cc1,7500.0
CHEMBL122522,S(Cc1c(O)c(OC)cc(C=C(C#N)C#N)c1)c1ccccc1,6700.0
CHEMBL1914665,Oc1ccc(-c2[nH]c3ncnc(N[C@H](CC)c4ccccc4)c3c2)cc1,4.0
CHEMBL1173191,Brc1c(Br)ccc(C2=NN(C(=S)N)C(c3ccc([N+](=O)[O-])cc3)C2)c1,10640.0
CHEMBL513362,S(=O)(=O)(N)c1ccc(Nc2sc3c(Nc4cc(C)ccc4)ncnc3n2)cc1,14.0
CHEMBL3828021,N(c1ncnc2c1cc(-c1cn(C)nc1)cc2)c1cc(C#C)ccc1,3.58
CHEMBL3939985,Clc1c(OCc2cc(F)ccc2)ccc(Nc2ncnc3c2cc(NC(=O)/C=C/CN2CC[NH+](C)CC2)c(OCC)c3)c1,10.0
CHEMBL590526,Clc1c(O)c(CN(C(=O)Nc2ccccc2)Cc2ccc(O)cc2)cc(Cl)c1,1860.0
CHEMBL1958028,Brc1ccc(C2N(C=3SCC(=O)N=3)N=C(c3ccc(F)cc3)C2)cc1,4790.0
CHEMBL1641995,Brc1cc(Nc2ncc(C#N)c3c2cc(NC(=O)[C@H]2NC(=O)CC2)cc3)ccc1,2200.0
CHEMBL570709,Clc1cc(Nc2ncnc3c2cc(/N=N/N(C(=O)Oc2ccc([N+](=O)[O-])cc2)C)cc3)ccc1,770.0
CHEMBL3353401,Clc1c(-c2c3n(nc2)C=CC=C3)nc(Nc2c(OC)cc(N3CCN(C(=O)N4CC[NH2+]CC4)CC3)c(NC(=O)C=C)c2)nc1,10299999.41
CHEMBL3671544,Brc1cc(F)c(Nc2ncnc3c2cc(NC(=O)C=C)c(OCCNC(=O)C(C[NH+](C)C)C)c3)cc1,251.0
CHEMBL1928312,Clc1c(F)ccc(Nc2ncnc3sc(C(=O)c4[nH]c5c(c4)cc(OC)cc5)cc23)c1,5.93
CHEMBL1241776,O=C1N=CNc2c1cc(-c1nn(C(C)C)c3ncnc(N)c13)cc2,7400.0
CHEMBL3671538,Brc1cc(F)c(Nc2ncnc3c2cc(NC(=O)C=C)c(OCCNC(=O)CCC[NH+](C)C)c3)cc1,21.0
CHEMBL4092632,Clc1c(N2C(=O)N([C@@H]3CN(C(=O)C(C)(C)C)CC3)c3nc(Nc4cc(C)c(N5CC[NH+](C)CC5)cc4)ncc3C2)cccc1,29.4
CHEMBL417478,Clc1c(F)ccc(Nc2ncnc3c2nc(NC(=O)C=C)c(/C=C/CC[NH+]2CCOCC2)c3)c1,0.16
CHEMBL1688539,Clc1c(F)ccc(Nc2ncnc3c2cccc3)c1,30.0
